# Puchwein et al 2019
# z = 13.660000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-18.5720272864)
continue (0.0008276721 dimensionless) (-18.5892227666)
continue (0.0008678733 dimensionless) (-18.6088883863)
continue (0.0009112670 dimensionless) (-18.6317131151)
continue (0.0009556071 dimensionless) (-18.6563944919)
continue (0.0010026042 dimensionless) (-18.6811022854)
continue (0.0010517855 dimensionless) (-18.7070797004)
continue (0.0011034960 dimensionless) (-18.7347103741)
continue (0.0011577525 dimensionless) (-18.7644715531)
continue (0.0012145368 dimensionless) (-18.7947956361)
continue (0.0012741429 dimensionless) (-18.8253588073)
continue (0.0013367566 dimensionless) (-18.8560488836)
continue (0.0014023807 dimensionless) (-18.8873949985)
continue (0.0014712092 dimensionless) (-18.9200955323)
continue (0.0015434739 dimensionless) (-18.9542859411)
continue (0.0016194544 dimensionless) (-18.9892761346)
continue (0.0016988571 dimensionless) (-19.0239252684)
continue (0.0017822550 dimensionless) (-19.0587370907)
continue (0.0018700328 dimensionless) (-19.0935033402)
continue (0.0019618234 dimensionless) (-19.1282519810)
continue (0.0020579652 dimensionless) (-19.1633594584)
continue (0.0021594004 dimensionless) (-19.1993516446)
continue (0.0022651429 dimensionless) (-19.2364971345)
continue (0.0023768048 dimensionless) (-19.2744967311)
continue (0.0024932065 dimensionless) (-19.3124710388)
continue (0.0026155768 dimensionless) (-19.3505677768)
continue (0.0027439535 dimensionless) (-19.3885953623)
continue (0.0028792005 dimensionless) (-19.4265481780)
continue (0.0030204407 dimensionless) (-19.4645792819)
continue (0.0031685222 dimensionless) (-19.5026556190)
continue (0.0033245785 dimensionless) (-19.5407583351)
continue (0.0034874358 dimensionless) (-19.5787252088)
continue (0.0036582375 dimensionless) (-19.6167233496)
continue (0.0038385298 dimensionless) (-19.6548223835)
continue (0.0040268094 dimensionless) (-19.6929320493)
continue (0.0042246962 dimensionless) (-19.7311880963)
continue (0.0044322323 dimensionless) (-19.7698066211)
continue (0.0046493213 dimensionless) (-19.8085489855)
continue (0.0048783028 dimensionless) (-19.8474059221)
continue (0.0051194774 dimensionless) (-19.8863908489)
continue (0.0053698702 dimensionless) (-19.9251835594)
continue (0.0056320579 dimensionless) (-19.9641701747)
continue (0.0059096431 dimensionless) (-20.0031382315)
continue (0.0061990950 dimensionless) (-20.0420576646)
continue (0.0065044038 dimensionless) (-20.0809742354)
continue (0.0068259698 dimensionless) (-20.1198726778)
continue (0.0071584208 dimensionless) (-20.1588283055)
continue (0.0075125059 dimensionless) (-20.1977052886)
continue (0.0078829323 dimensionless) (-20.2366468913)
continue (0.0082692103 dimensionless) (-20.2753964846)
continue (0.0086704755 dimensionless) (-20.3136318965)
continue (0.0090944807 dimensionless) (-20.3510548178)
continue (0.0095460609 dimensionless) (-20.3875340360)
continue (0.0100150233 dimensionless) (-20.4233131948)
continue (0.0105069407 dimensionless) (-20.4582959767)
continue (0.0110229463 dimensionless) (-20.4924139602)
continue (0.0115643017 dimensionless) (-20.5253467466)
continue (0.0121324320 dimensionless) (-20.5568935433)
continue (0.0127271923 dimensionless) (-20.5870357280)
continue (0.0133518970 dimensionless) (-20.6158258612)
continue (0.0140087159 dimensionless) (-20.6430185990)
continue (0.0146954841 dimensionless) (-20.6685727035)
continue (0.0154190689 dimensionless) (-20.6920762964)
continue (0.0161744226 dimensionless) (-20.7135435303)
continue (0.0169695898 dimensionless) (-20.7328282716)
continue (0.0178051382 dimensionless) (-20.7459355471)
