# Puchwein et al 2019
# z = 1.259000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-17.9344202853)
continue (0.0008276721 dimensionless) (-17.9570309266)
continue (0.0008678733 dimensionless) (-17.9808837096)
continue (0.0009112670 dimensionless) (-18.0056828473)
continue (0.0009556071 dimensionless) (-18.0314703556)
continue (0.0010026042 dimensionless) (-18.0577934577)
continue (0.0010517855 dimensionless) (-18.0846001648)
continue (0.0011034960 dimensionless) (-18.1120452962)
continue (0.0011577525 dimensionless) (-18.1400215584)
continue (0.0012145368 dimensionless) (-18.1683221508)
continue (0.0012741429 dimensionless) (-18.1967477886)
continue (0.0013367566 dimensionless) (-18.2252641174)
continue (0.0014023807 dimensionless) (-18.2539888922)
continue (0.0014712092 dimensionless) (-18.2829122751)
continue (0.0015434739 dimensionless) (-18.3119363031)
continue (0.0016194544 dimensionless) (-18.3408447191)
continue (0.0016988571 dimensionless) (-18.3695721250)
continue (0.0017822550 dimensionless) (-18.3980485959)
continue (0.0018700328 dimensionless) (-18.4263163069)
continue (0.0019618234 dimensionless) (-18.4544454928)
continue (0.0020579652 dimensionless) (-18.4821445811)
continue (0.0021594004 dimensionless) (-18.5097605148)
continue (0.0022651429 dimensionless) (-18.5370033880)
continue (0.0023768048 dimensionless) (-18.5638373530)
continue (0.0024932065 dimensionless) (-18.5902358957)
continue (0.0026155768 dimensionless) (-18.6161846340)
continue (0.0027439535 dimensionless) (-18.6414940885)
continue (0.0028792005 dimensionless) (-18.6661498549)
continue (0.0030204407 dimensionless) (-18.6901569953)
continue (0.0031685222 dimensionless) (-18.7135435303)
continue (0.0033245785 dimensionless) (-18.7363639314)
continue (0.0034874358 dimensionless) (-18.7582045687)
continue (0.0036582375 dimensionless) (-18.7793689806)
continue (0.0038385298 dimensionless) (-18.7996968170)
continue (0.0040268094 dimensionless) (-18.8195873672)
continue (0.0042246962 dimensionless) (-18.8383325876)
continue (0.0044322323 dimensionless) (-18.8566728700)
continue (0.0046493213 dimensionless) (-18.8741935419)
continue (0.0048783028 dimensionless) (-18.8917733436)
continue (0.0051194774 dimensionless) (-18.9093892922)
continue (0.0053698702 dimensionless) (-18.9273825235)
continue (0.0056320579 dimensionless) (-18.9453869454)
continue (0.0059096431 dimensionless) (-18.9633711046)
continue (0.0061990950 dimensionless) (-18.9812995013)
continue (0.0065044038 dimensionless) (-18.9995659225)
continue (0.0068259698 dimensionless) (-19.0175930711)
continue (0.0071584208 dimensionless) (-19.0352690789)
continue (0.0075125059 dimensionless) (-19.0524192507)
continue (0.0078829323 dimensionless) (-19.0683387603)
continue (0.0082692103 dimensionless) (-19.0820745779)
continue (0.0086704755 dimensionless) (-19.0933417823)
continue (0.0090944807 dimensionless) (-19.1018784245)
continue (0.0095460609 dimensionless) (-19.1079610797)
continue (0.0100150233 dimensionless) (-19.1118766927)
continue (0.0105069407 dimensionless) (-19.1136220932)
continue (0.0110229463 dimensionless) (-19.1130582940)
continue (0.0115643017 dimensionless) (-19.1101942481)
continue (0.0121324320 dimensionless) (-19.1050197091)
continue (0.0127271923 dimensionless) (-19.0976706941)
continue (0.0133518970 dimensionless) (-19.0880970040)
continue (0.0140087159 dimensionless) (-19.0764969331)
continue (0.0146954841 dimensionless) (-19.0629336880)
continue (0.0154190689 dimensionless) (-19.0476435227)
continue (0.0161744226 dimensionless) (-19.0308637664)
continue (0.0169695898 dimensionless) (-19.0129597130)
continue (0.0178051382 dimensionless) (-18.9943905546)
continue (0.0186773308 dimensionless) (-18.9751040399)
continue (0.0195971392 dimensionless) (-18.9554602396)
continue (0.0205564397 dimensionless) (-18.9359165640)
continue (0.0215684490 dimensionless) (-18.9179330657)
continue (0.0226289290 dimensionless) (-18.9010103606)
continue (0.0237370922 dimensionless) (-18.8843894883)
continue (0.0249048093 dimensionless) (-18.8680607048)
continue (0.0261257732 dimensionless) (-18.8520146793)
continue (0.0274065254 dimensionless) (-18.8356471442)
continue (0.0287556633 dimensionless) (-18.8190144192)
continue (0.0301644148 dimensionless) (-18.8021683067)
continue (0.0316522046 dimensionless) (-18.7851561520)
