# Puchwein et al 2019
# z = 9.994000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-18.1972262747)
continue (0.0008276721 dimensionless) (-18.2178858525)
continue (0.0008678733 dimensionless) (-18.2402566324)
continue (0.0009112670 dimensionless) (-18.2648803659)
continue (0.0009556071 dimensionless) (-18.2910694642)
continue (0.0010026042 dimensionless) (-18.3179452229)
continue (0.0010517855 dimensionless) (-18.3458234581)
continue (0.0011034960 dimensionless) (-18.3748934246)
continue (0.0011577525 dimensionless) (-18.4052760536)
continue (0.0012145368 dimensionless) (-18.4365189146)
continue (0.0012741429 dimensionless) (-18.4681380509)
continue (0.0013367566 dimensionless) (-18.5003129174)
continue (0.0014023807 dimensionless) (-18.5329841816)
continue (0.0014712092 dimensionless) (-18.5665502062)
continue (0.0015434739 dimensionless) (-18.6008456660)
continue (0.0016194544 dimensionless) (-18.6358243672)
continue (0.0016988571 dimensionless) (-18.6708055849)
continue (0.0017822550 dimensionless) (-18.7061956401)
continue (0.0018700328 dimensionless) (-18.7416021959)
continue (0.0019618234 dimensionless) (-18.7772835289)
continue (0.0020579652 dimensionless) (-18.8136087843)
continue (0.0021594004 dimensionless) (-18.8501653033)
continue (0.0022651429 dimensionless) (-18.8877302316)
continue (0.0023768048 dimensionless) (-18.9255492810)
continue (0.0024932065 dimensionless) (-18.9637704559)
continue (0.0026155768 dimensionless) (-19.0015662811)
continue (0.0027439535 dimensionless) (-19.0395292225)
continue (0.0028792005 dimensionless) (-19.0775340547)
continue (0.0030204407 dimensionless) (-19.1154878408)
continue (0.0031685222 dimensionless) (-19.1534773316)
continue (0.0033245785 dimensionless) (-19.1915189434)
continue (0.0034874358 dimensionless) (-19.2295898685)
continue (0.0036582375 dimensionless) (-19.2676866725)
continue (0.0038385298 dimensionless) (-19.3059215379)
continue (0.0040268094 dimensionless) (-19.3440935818)
continue (0.0042246962 dimensionless) (-19.3823707022)
continue (0.0044322323 dimensionless) (-19.4206737962)
continue (0.0046493213 dimensionless) (-19.4589202322)
continue (0.0048783028 dimensionless) (-19.4971633614)
continue (0.0051194774 dimensionless) (-19.5353614409)
continue (0.0053698702 dimensionless) (-19.5736514262)
continue (0.0056320579 dimensionless) (-19.6118987984)
continue (0.0059096431 dimensionless) (-19.6501399178)
continue (0.0061990950 dimensionless) (-19.6884580416)
continue (0.0065044038 dimensionless) (-19.7265357274)
continue (0.0068259698 dimensionless) (-19.7647241233)
continue (0.0071584208 dimensionless) (-19.8024437868)
continue (0.0075125059 dimensionless) (-19.8401321529)
continue (0.0078829323 dimensionless) (-19.8774564759)
continue (0.0082692103 dimensionless) (-19.9139962944)
continue (0.0086704755 dimensionless) (-19.9496202437)
continue (0.0090944807 dimensionless) (-19.9838026465)
continue (0.0095460609 dimensionless) (-20.0163286171)
continue (0.0100150233 dimensionless) (-20.0475950604)
continue (0.0105069407 dimensionless) (-20.0773783285)
continue (0.0110229463 dimensionless) (-20.1055177850)
continue (0.0115643017 dimensionless) (-20.1317671316)
continue (0.0121324320 dimensionless) (-20.1560823620)
continue (0.0127271923 dimensionless) (-20.1782900027)
continue (0.0133518970 dimensionless) (-20.1979792482)
continue (0.0140087159 dimensionless) (-20.2143143317)
continue (0.0146954841 dimensionless) (-20.2267988576)
continue (0.0154190689 dimensionless) (-20.2352262831)
continue (0.0161744226 dimensionless) (-20.2388241868)
continue (0.0169695898 dimensionless) (-20.2371714468)
continue (0.0178051382 dimensionless) (-20.2294425251)
continue (0.0186773308 dimensionless) (-20.2147413666)
continue (0.0195971392 dimensionless) (-20.1923973301)
continue (0.0205564397 dimensionless) (-20.1655792963)
continue (0.0215684490 dimensionless) (-20.1414628024)
continue (0.0226289290 dimensionless) (-20.1211336630)
continue (0.0237370922 dimensionless) (-20.1008363585)
continue (0.0249048093 dimensionless) (-20.0803989762)
continue (0.0261257732 dimensionless) (-20.0584885674)
continue (0.0274065254 dimensionless) (-20.0349394794)
continue (0.0287556633 dimensionless) (-20.0124677973)
continue (0.0301644148 dimensionless) (-19.9913998282)
continue (0.0316522046 dimensionless) (-19.9702105292)
continue (0.0332094377 dimensionless) (-19.9476909004)
continue (0.0348343643 dimensionless) (-19.9219058496)
continue (0.0365530273 dimensionless) (-19.8914349763)
continue (0.0383368519 dimensionless) (-19.8591778199)
continue (0.0402325373 dimensionless) (-19.8338660297)
continue (0.0422078263 dimensionless) (-19.8153085692)
continue (0.0442792503 dimensionless) (-19.7977842242)
continue (0.0464458191 dimensionless) (-19.7817271464)
continue (0.0487308541 dimensionless) (-19.7672579373)
continue (0.0511373160 dimensionless) (-19.7554754884)
continue (0.0536354897 dimensionless) (-19.7486051500)
continue (0.0562510476 dimensionless) (-19.7459355471)
continue (0.0590198815 dimensionless) (-19.7432822540)
continue (0.0619488083 dimensionless) (-19.7373116557)
continue (0.0649513165 dimensionless) (-19.7300203234)
continue (0.0681575894 dimensionless) (-19.7239980100)
continue (0.0715280197 dimensionless) (-19.7180580666)
continue (0.0750013968 dimensionless) (-19.7115271994)
continue (0.0786931754 dimensionless) (-19.7044329000)
continue (0.0825422981 dimensionless) (-19.6978856230)
continue (0.0866223356 dimensionless) (-19.6925039621)
continue (0.0908541347 dimensionless) (-19.6867657083)
continue (0.0953507346 dimensionless) (-19.6775739476)
continue (0.1000293052 dimensionless) (-19.6691805335)
continue (0.1049484016 dimensionless) (-19.6607473660)
continue (0.1100962874 dimensionless) (-19.6474316138)
continue (0.1155110877 dimensionless) (-19.6375175252)
continue (0.1211791185 dimensionless) (-19.6311554932)
continue (0.1271298787 dimensionless) (-19.6232406046)
continue (0.1333821679 dimensionless) (-19.6133227160)
continue (0.1399365741 dimensionless) (-19.6024075660)
continue (0.1467891383 dimensionless) (-19.5905741313)
continue (0.1540082763 dimensionless) (-19.5788898702)
continue (0.1615721579 dimensionless) (-19.5699249444)
continue (0.1695065050 dimensionless) (-19.5622494372)
continue (0.1778428905 dimensionless) (-19.5543957967)
continue (0.1865820989 dimensionless) (-19.5456125329)
continue (0.1957188511 dimensionless) (-19.5391021572)
continue (0.2053328010 dimensionless) (-19.5397036732)
continue (0.2154295439 dimensionless) (-19.5453075508)
continue (0.2260086733 dimensionless) (-19.5568935433)
continue (0.2371238540 dimensionless) (-19.5692801121)
continue (0.2487761318 dimensionless) (-19.5622494372)
continue (0.2609584682 dimensionless) (-19.5488278425)
continue (0.2738182004 dimensionless) (-19.5451551400)
continue (0.2872846692 dimensionless) (-19.5404567417)
continue (0.3013448978 dimensionless) (-19.5344684430)
continue (0.3161925645 dimensionless) (-19.5268050908)
continue (0.3317316967 dimensionless) (-19.5172692999)
continue (0.3479446242 dimensionless) (-19.5066813918)
continue (0.3650909338 dimensionless) (-19.4949857599)
continue (0.3830462256 dimensionless) (-19.4834646261)
continue (0.4017931970 dimensionless) (-19.4731440129)
continue (0.4214925859 dimensionless) (-19.4633153274)
continue (0.4421479723 dimensionless) (-19.4528408787)
continue (0.4639852194 dimensionless) (-19.4415314375)
continue (0.4867879118 dimensionless) (-19.3897658247)
continue (0.5105137091 dimensionless) (-19.3743789186)
continue (0.5357242627 dimensionless) (-19.3586250548)
continue (0.5621634613 dimensionless) (-19.3418931645)
continue (0.5898168096 dimensionless) (-19.3269790929)
continue (0.6186469591 dimensionless) (-19.3209356819)
continue (0.6490505490 dimensionless) (-19.3261500227)
continue (0.6810664954 dimensionless) (-19.3269790929)
continue (0.7141590680 dimensionless) (-19.3329207945)
continue (0.7493222477 dimensionless) (-19.3234892897)
continue (0.7494721272 dimensionless) (-19.6305985863)
continue (0.7862527790 dimensionless) (-19.7011469236)
continue (0.8246759917 dimensionless) (-19.8741935419)
continue (0.8288690942 dimensionless) (-19.9012801496)
continue (0.8329222993 dimensionless) (-19.9301506766)
continue (0.8369692137 dimensionless) (-19.9612129866)
continue (0.8410245965 dimensionless) (-19.9948151961)
continue (0.8450724461 dimensionless) (-20.0314096586)
continue (0.8491277985 dimensionless) (-20.0710565037)
