# Puchwein et al 2019
# z = 3.638000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-17.8332739444)
continue (0.0008276721 dimensionless) (-17.8548035939)
continue (0.0008678733 dimensionless) (-17.8777841217)
continue (0.0009112670 dimensionless) (-17.9023956711)
continue (0.0009556071 dimensionless) (-17.9284861949)
continue (0.0010026042 dimensionless) (-17.9554602396)
continue (0.0010517855 dimensionless) (-17.9829666607)
continue (0.0011034960 dimensionless) (-18.0113072975)
continue (0.0011577525 dimensionless) (-18.0408154573)
continue (0.0012145368 dimensionless) (-18.0708877433)
continue (0.0012741429 dimensionless) (-18.1012199867)
continue (0.0013367566 dimensionless) (-18.1318847947)
continue (0.0014023807 dimensionless) (-18.1629800515)
continue (0.0014712092 dimensionless) (-18.1947030838)
continue (0.0015434739 dimensionless) (-18.2270185497)
continue (0.0016194544 dimensionless) (-18.2595583551)
continue (0.0016988571 dimensionless) (-18.2920042536)
continue (0.0017822550 dimensionless) (-18.3244049436)
continue (0.0018700328 dimensionless) (-18.3568435344)
continue (0.0019618234 dimensionless) (-18.3893398369)
continue (0.0020579652 dimensionless) (-18.4219341162)
continue (0.0021594004 dimensionless) (-18.4546928835)
continue (0.0022651429 dimensionless) (-18.4875824514)
continue (0.0023768048 dimensionless) (-18.5205686628)
continue (0.0024932065 dimensionless) (-18.5533075336)
continue (0.0026155768 dimensionless) (-18.5856953119)
continue (0.0027439535 dimensionless) (-18.6178027896)
continue (0.0028792005 dimensionless) (-18.6495581435)
continue (0.0030204407 dimensionless) (-18.6808939407)
continue (0.0031685222 dimensionless) (-18.7119744646)
continue (0.0033245785 dimensionless) (-18.7425614331)
continue (0.0034874358 dimensionless) (-18.7723703504)
continue (0.0036582375 dimensionless) (-18.8018930011)
continue (0.0038385298 dimensionless) (-18.8303255659)
continue (0.0040268094 dimensionless) (-18.8582367697)
continue (0.0042246962 dimensionless) (-18.8850555843)
continue (0.0044322323 dimensionless) (-18.9111554373)
continue (0.0046493213 dimensionless) (-18.9359165640)
continue (0.0048783028 dimensionless) (-18.9605858808)
continue (0.0051194774 dimensionless) (-18.9846402446)
continue (0.0053698702 dimensionless) (-19.0084195428)
continue (0.0056320579 dimensionless) (-19.0319375399)
continue (0.0059096431 dimensionless) (-19.0552706397)
continue (0.0061990950 dimensionless) (-19.0784175596)
continue (0.0065044038 dimensionless) (-19.1014942145)
continue (0.0068259698 dimensionless) (-19.1247071746)
continue (0.0071584208 dimensionless) (-19.1482525809)
continue (0.0075125059 dimensionless) (-19.1725661046)
continue (0.0078829323 dimensionless) (-19.1968161115)
continue (0.0082692103 dimensionless) (-19.2194666747)
continue (0.0086704755 dimensionless) (-19.2397283395)
continue (0.0090944807 dimensionless) (-19.2569608452)
continue (0.0095460609 dimensionless) (-19.2714838952)
continue (0.0100150233 dimensionless) (-19.2837461741)
continue (0.0105069407 dimensionless) (-19.2937090427)
continue (0.0110229463 dimensionless) (-19.3012906506)
continue (0.0115643017 dimensionless) (-19.3066248490)
continue (0.0121324320 dimensionless) (-19.3094495385)
continue (0.0127271923 dimensionless) (-19.3098925605)
continue (0.0133518970 dimensionless) (-19.3076819557)
continue (0.0140087159 dimensionless) (-19.3026834583)
continue (0.0146954841 dimensionless) (-19.2946495371)
continue (0.0154190689 dimensionless) (-19.2832456426)
continue (0.0161744226 dimensionless) (-19.2681695797)
continue (0.0169695898 dimensionless) (-19.2497230848)
continue (0.0178051382 dimensionless) (-19.2281186798)
continue (0.0186773308 dimensionless) (-19.2039115713)
continue (0.0195971392 dimensionless) (-19.1771783547)
continue (0.0205564397 dimensionless) (-19.1489251948)
continue (0.0215684490 dimensionless) (-19.1233203896)
continue (0.0226289290 dimensionless) (-19.1007268127)
continue (0.0237370922 dimensionless) (-19.0785216196)
continue (0.0249048093 dimensionless) (-19.0568518706)
continue (0.0261257732 dimensionless) (-19.0357875270)
continue (0.0274065254 dimensionless) (-19.0150228736)
continue (0.0287556633 dimensionless) (-18.9943905546)
continue (0.0301644148 dimensionless) (-18.9738754833)
continue (0.0316522046 dimensionless) (-18.9523358054)
continue (0.0332094377 dimensionless) (-18.9295926783)
continue (0.0348343643 dimensionless) (-18.9055288714)
continue (0.0365530273 dimensionless) (-18.8787685449)
continue (0.0383368519 dimensionless) (-18.8529423290)
continue (0.0402325373 dimensionless) (-18.8347556739)
continue (0.0422078263 dimensionless) (-18.8244881866)
continue (0.0442792503 dimensionless) (-18.8167301563)
continue (0.0464458191 dimensionless) (-18.8110715162)
continue (0.0487308541 dimensionless) (-18.8077113874)
continue (0.0511373160 dimensionless) (-18.8077113874)
continue (0.0536354897 dimensionless) (-18.8124792792)
continue (0.0562510476 dimensionless) (-18.8204482088)
continue (0.0590198815 dimensionless) (-18.8288588490)
continue (0.0619488083 dimensionless) (-18.8347556739)
continue (0.0649513165 dimensionless) (-18.8380333836)
continue (0.0681575894 dimensionless) (-18.8416375079)
continue (0.0715280197 dimensionless) (-18.8461851357)
continue (0.0750013968 dimensionless) (-18.8520146793)
continue (0.0786931754 dimensionless) (-18.8591778199)
continue (0.0825422981 dimensionless) (-18.8677403105)
continue (0.0866223356 dimensionless) (-18.8781120149)
continue (0.0908541347 dimensionless) (-18.8897470826)
continue (0.0953507346 dimensionless) (-18.8996294549)
continue (0.1000293052 dimensionless) (-18.9111554373)
continue (0.1049484016 dimensionless) (-18.9215431819)
continue (0.1100962874 dimensionless) (-18.9288547095)
continue (0.1155110877 dimensionless) (-18.9366666410)
continue (0.1211791185 dimensionless) (-18.9450041385)
continue (0.1271298787 dimensionless) (-18.9531148092)
continue (0.1333821679 dimensionless) (-18.9593976599)
continue (0.1399365741 dimensionless) (-18.9665762445)
continue (0.1467891383 dimensionless) (-18.9742846161)
continue (0.1540082763 dimensionless) (-18.9833844524)
continue (0.1615721579 dimensionless) (-18.9935339578)
continue (0.1695065050 dimensionless) (-19.0048476231)
continue (0.1778428905 dimensionless) (-19.0175026308)
continue (0.1865820989 dimensionless) (-19.0290955018)
continue (0.1957188511 dimensionless) (-19.0439276630)
continue (0.2053328010 dimensionless) (-19.0641402020)
continue (0.2154295439 dimensionless) (-19.0892689020)
continue (0.2260086733 dimensionless) (-19.1202162199)
continue (0.2371238540 dimensionless) (-19.1489863932)
continue (0.2487761318 dimensionless) (-19.1588909155)
continue (0.2609584682 dimensionless) (-19.1599566694)
continue (0.2738182004 dimensionless) (-19.1642460325)
continue (0.2872846692 dimensionless) (-19.1677466298)
continue (0.3013448978 dimensionless) (-19.1707605719)
continue (0.3161925645 dimensionless) (-19.1731480522)
continue (0.3317316967 dimensionless) (-19.1739900222)
continue (0.3479446242 dimensionless) (-19.1742494187)
continue (0.3650909338 dimensionless) (-19.1741197011)
continue (0.3830462256 dimensionless) (-19.1738603821)
continue (0.4017931970 dimensionless) (-19.1769824766)
continue (0.4214925859 dimensionless) (-19.1852863873)
continue (0.4421479723 dimensionless) (-19.1957923949)
continue (0.4639852194 dimensionless) (-19.2090115249)
continue (0.4867879118 dimensionless) (-19.2259211992)
continue (0.5105137091 dimensionless) (-19.2422245090)
continue (0.5357242627 dimensionless) (-19.2650402387)
continue (0.5621634613 dimensionless) (-19.2914091548)
continue (0.5898168096 dimensionless) (-19.3079466350)
continue (0.6186469591 dimensionless) (-19.3318937621)
