# Puchwein et al 2019
# z = 2.479000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-17.7731424297)
continue (0.0008276721 dimensionless) (-17.7945249633)
continue (0.0008678733 dimensionless) (-17.8173000967)
continue (0.0009112670 dimensionless) (-17.8416375079)
continue (0.0009556071 dimensionless) (-17.8671002301)
continue (0.0010026042 dimensionless) (-17.8931294555)
continue (0.0010517855 dimensionless) (-17.9197343727)
continue (0.0011034960 dimensionless) (-17.9473060581)
continue (0.0011577525 dimensionless) (-17.9759250127)
continue (0.0012145368 dimensionless) (-18.0048037084)
continue (0.0012741429 dimensionless) (-18.0339052206)
continue (0.0013367566 dimensionless) (-18.0632350024)
continue (0.0014023807 dimensionless) (-18.0929112549)
continue (0.0014712092 dimensionless) (-18.1230320326)
continue (0.0015434739 dimensionless) (-18.1535391749)
continue (0.0016194544 dimensionless) (-18.1841567093)
continue (0.0016988571 dimensionless) (-18.2146701650)
continue (0.0017822550 dimensionless) (-18.2449640662)
continue (0.0018700328 dimensionless) (-18.2752327544)
continue (0.0019618234 dimensionless) (-18.3053948011)
continue (0.0020579652 dimensionless) (-18.3354520378)
continue (0.0021594004 dimensionless) (-18.3654219771)
continue (0.0022651429 dimensionless) (-18.3954499674)
continue (0.0023768048 dimensionless) (-18.4252744164)
continue (0.0024932065 dimensionless) (-18.4546928835)
continue (0.0026155768 dimensionless) (-18.4835968516)
continue (0.0027439535 dimensionless) (-18.5121548799)
continue (0.0028792005 dimensionless) (-18.5403060235)
continue (0.0030204407 dimensionless) (-18.5678327306)
continue (0.0031685222 dimensionless) (-18.5948244538)
continue (0.0033245785 dimensionless) (-18.6214204239)
continue (0.0034874358 dimensionless) (-18.6472388083)
continue (0.0036582375 dimensionless) (-18.6724367398)
continue (0.0038385298 dimensionless) (-18.6968039426)
continue (0.0040268094 dimensionless) (-18.7203330560)
continue (0.0042246962 dimensionless) (-18.7428015739)
continue (0.0044322323 dimensionless) (-18.7642191297)
continue (0.0046493213 dimensionless) (-18.7846268472)
continue (0.0048783028 dimensionless) (-18.8043770564)
continue (0.0051194774 dimensionless) (-18.8239087409)
continue (0.0053698702 dimensionless) (-18.8434508487)
continue (0.0056320579 dimensionless) (-18.8629625452)
continue (0.0059096431 dimensionless) (-18.8827287043)
continue (0.0061990950 dimensionless) (-18.9023956711)
continue (0.0065044038 dimensionless) (-18.9222688203)
continue (0.0068259698 dimensionless) (-18.9430951487)
continue (0.0071584208 dimensionless) (-18.9641701747)
continue (0.0075125059 dimensionless) (-18.9863203027)
continue (0.0078829323 dimensionless) (-19.0087739243)
continue (0.0082692103 dimensionless) (-19.0295136512)
continue (0.0086704755 dimensionless) (-19.0479344098)
continue (0.0090944807 dimensionless) (-19.0634862575)
continue (0.0095460609 dimensionless) (-19.0763933570)
continue (0.0100150233 dimensionless) (-19.0871405248)
continue (0.0105069407 dimensionless) (-19.0955008446)
continue (0.0110229463 dimensionless) (-19.1014942145)
continue (0.0115643017 dimensionless) (-19.1049644025)
continue (0.0121324320 dimensionless) (-19.1059609992)
continue (0.0127271923 dimensionless) (-19.1045774540)
continue (0.0133518970 dimensionless) (-19.1010007291)
continue (0.0140087159 dimensionless) (-19.0953385421)
continue (0.0146954841 dimensionless) (-19.0877247895)
continue (0.0154190689 dimensionless) (-19.0777937226)
continue (0.0161744226 dimensionless) (-19.0652491253)
continue (0.0169695898 dimensionless) (-19.0498786525)
continue (0.0178051382 dimensionless) (-19.0314703556)
continue (0.0186773308 dimensionless) (-19.0101943491)
continue (0.0195971392 dimensionless) (-18.9863203027)
continue (0.0205564397 dimensionless) (-18.9605858808)
continue (0.0215684490 dimensionless) (-18.9374180158)
continue (0.0226289290 dimensionless) (-18.9172146297)
continue (0.0237370922 dimensionless) (-18.8972233851)
continue (0.0249048093 dimensionless) (-18.8781120149)
continue (0.0261257732 dimensionless) (-18.8604357338)
continue (0.0274065254 dimensionless) (-18.8437538096)
continue (0.0287556633 dimensionless) (-18.8276890315)
continue (0.0301644148 dimensionless) (-18.8116340739)
continue (0.0316522046 dimensionless) (-18.7937139556)
continue (0.0332094377 dimensionless) (-18.7741740085)
continue (0.0348343643 dimensionless) (-18.7512912644)
continue (0.0365530273 dimensionless) (-18.7251496800)
continue (0.0383368519 dimensionless) (-18.7002748460)
continue (0.0402325373 dimensionless) (-18.6844494656)
continue (0.0422078263 dimensionless) (-18.6763354644)
continue (0.0442792503 dimensionless) (-18.6699922991)
continue (0.0464458191 dimensionless) (-18.6653452331)
continue (0.0487308541 dimensionless) (-18.6629402737)
continue (0.0511373160 dimensionless) (-18.6651443104)
continue (0.0536354897 dimensionless) (-18.6738690433)
continue (0.0562510476 dimensionless) (-18.6869768897)
continue (0.0590198815 dimensionless) (-18.7000571000)
continue (0.0619488083 dimensionless) (-18.7101881609)
continue (0.0649513165 dimensionless) (-18.7171513972)
continue (0.0681575894 dimensionless) (-18.7239980100)
continue (0.0715280197 dimensionless) (-18.7323590177)
continue (0.0750013968 dimensionless) (-18.7420815497)
continue (0.0786931754 dimensionless) (-18.7527634505)
