# Puchwein et al 2019
# z = 14.380000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-18.7263044121)
continue (0.0008276721 dimensionless) (-18.7423214251)
continue (0.0008678733 dimensionless) (-18.7602001816)
continue (0.0009112670 dimensionless) (-18.7825160558)
continue (0.0009556071 dimensionless) (-18.8071538848)
continue (0.0010026042 dimensionless) (-18.8315025165)
continue (0.0010517855 dimensionless) (-18.8566728700)
continue (0.0011034960 dimensionless) (-18.8833922560)
continue (0.0011577525 dimensionless) (-18.9129287941)
continue (0.0012145368 dimensionless) (-18.9434762759)
continue (0.0012741429 dimensionless) (-18.9738754833)
continue (0.0013367566 dimensionless) (-19.0043209395)
continue (0.0014023807 dimensionless) (-19.0351277914)
continue (0.0014712092 dimensionless) (-19.0672219299)
continue (0.0015434739 dimensionless) (-19.1011103441)
continue (0.0016194544 dimensionless) (-19.1359044266)
continue (0.0016988571 dimensionless) (-19.1706962272)
continue (0.0017822550 dimensionless) (-19.2055119533)
continue (0.0018700328 dimensionless) (-19.2402566324)
continue (0.0019618234 dimensionless) (-19.2750690858)
continue (0.0020579652 dimensionless) (-19.3098039200)
continue (0.0021594004 dimensionless) (-19.3451499094)
continue (0.0022651429 dimensionless) (-19.3820565652)
continue (0.0023768048 dimensionless) (-19.4199878875)
continue (0.0024932065 dimensionless) (-19.4580465255)
continue (0.0026155768 dimensionless) (-19.4960731958)
continue (0.0027439535 dimensionless) (-19.5341711846)
continue (0.0028792005 dimensionless) (-19.5721894273)
continue (0.0030204407 dimensionless) (-19.6101254416)
continue (0.0031685222 dimensionless) (-19.6482036931)
continue (0.0033245785 dimensionless) (-19.6863436534)
continue (0.0034874358 dimensionless) (-19.7242280998)
continue (0.0036582375 dimensionless) (-19.7622050067)
continue (0.0038385298 dimensionless) (-19.8002448227)
continue (0.0040268094 dimensionless) (-19.8383325876)
continue (0.0042246962 dimensionless) (-19.8764750191)
continue (0.0044322323 dimensionless) (-19.9150664251)
continue (0.0046493213 dimensionless) (-19.9538952128)
continue (0.0048783028 dimensionless) (-19.9926790471)
continue (0.0051194774 dimensionless) (-20.0317973319)
continue (0.0053698702 dimensionless) (-20.0707854963)
continue (0.0056320579 dimensionless) (-20.1097466948)
continue (0.0059096431 dimensionless) (-20.1487416513)
continue (0.0061990950 dimensionless) (-20.1877553032)
continue (0.0065044038 dimensionless) (-20.2267256517)
continue (0.0068259698 dimensionless) (-20.2656803191)
continue (0.0071584208 dimensionless) (-20.3046934776)
continue (0.0075125059 dimensionless) (-20.3437100988)
continue (0.0078829323 dimensionless) (-20.3826850667)
continue (0.0082692103 dimensionless) (-20.4215900297)
continue (0.0086704755 dimensionless) (-20.4602967611)
continue (0.0090944807 dimensionless) (-20.4981195062)
continue (0.0095460609 dimensionless) (-20.5350635709)
continue (0.0100150233 dimensionless) (-20.5713793273)
continue (0.0105069407 dimensionless) (-20.6071272546)
continue (0.0110229463 dimensionless) (-20.6418747147)
continue (0.0115643017 dimensionless) (-20.6757175447)
continue (0.0121324320 dimensionless) (-20.7081873125)
continue (0.0127271923 dimensionless) (-20.7394516274)
continue (0.0133518970 dimensionless) (-20.7692956864)
continue (0.0140087159 dimensionless) (-20.7977842242)
continue (0.0146954841 dimensionless) (-20.8247781997)
continue (0.0154190689 dimensionless) (-20.8498578382)
continue (0.0161744226 dimensionless) (-20.8728952016)
continue (0.0169695898 dimensionless) (-20.8941493256)
continue (0.0178051382 dimensionless) (-20.9125735430)
continue (0.0186773308 dimensionless) (-20.9222688203)
continue (0.0195971392 dimensionless) (-20.9118639113)
continue (0.0205564397 dimensionless) (-20.8884014751)
continue (0.0215684490 dimensionless) (-20.8690233084)
continue (0.0226289290 dimensionless) (-20.8554257924)
continue (0.0237370922 dimensionless) (-20.8425432319)
continue (0.0249048093 dimensionless) (-20.8306195047)
continue (0.0261257732 dimensionless) (-20.8121973613)
continue (0.0274065254 dimensionless) (-20.7854210464)
continue (0.0287556633 dimensionless) (-20.7634627385)
continue (0.0301644148 dimensionless) (-20.7488486568)
continue (0.0316522046 dimensionless) (-20.7363639314)
continue (0.0332094377 dimensionless) (-20.7269987279)
continue (0.0348343643 dimensionless) (-20.7148929704)
continue (0.0365530273 dimensionless) (-20.6846595234)
continue (0.0383368519 dimensionless) (-20.6399749108)
continue (0.0402325373 dimensionless) (-20.6069515336)
continue (0.0422078263 dimensionless) (-20.5873714795)
continue (0.0442792503 dimensionless) (-20.5694412305)
continue (0.0464458191 dimensionless) (-20.5517575874)
continue (0.0487308541 dimensionless) (-20.5315049755)
continue (0.0511373160 dimensionless) (-20.5122961368)
continue (0.0536354897 dimensionless) (-20.5015515968)
continue (0.0562510476 dimensionless) (-20.5010006364)
continue (0.0590198815 dimensionless) (-20.4952573637)
continue (0.0619488083 dimensionless) (-20.4749551930)
continue (0.0649513165 dimensionless) (-20.4580465255)
continue (0.0681575894 dimensionless) (-20.4491603949)
continue (0.0715280197 dimensionless) (-20.4398541602)
continue (0.0750013968 dimensionless) (-20.4306260904)
continue (0.0786931754 dimensionless) (-20.4211316713)
continue (0.0825422981 dimensionless) (-20.4133001984)
continue (0.0866223356 dimensionless) (-20.4124012703)
continue (0.0908541347 dimensionless) (-20.4094925380)
continue (0.0953507346 dimensionless) (-20.3966390757)
continue (0.1000293052 dimensionless) (-20.3915809487)
continue (0.1049484016 dimensionless) (-20.3783045377)
continue (0.1100962874 dimensionless) (-20.3435184842)
continue (0.1155110877 dimensionless) (-20.3215726776)
continue (0.1211791185 dimensionless) (-20.3142582614)
continue (0.1271298787 dimensionless) (-20.3056580896)
continue (0.1333821679 dimensionless) (-20.2955920726)
continue (0.1399365741 dimensionless) (-20.2846653162)
continue (0.1467891383 dimensionless) (-20.2724587430)
continue (0.1540082763 dimensionless) (-20.2586907911)
continue (0.1615721579 dimensionless) (-20.2429837653)
continue (0.1695065050 dimensionless) (-20.2310660578)
continue (0.1778428905 dimensionless) (-20.2203313728)
continue (0.1865820989 dimensionless) (-20.1985962900)
continue (0.1957188511 dimensionless) (-20.1759392826)
continue (0.2053328010 dimensionless) (-20.1607734260)
continue (0.2154295439 dimensionless) (-20.1552122812)
continue (0.2260086733 dimensionless) (-20.1842894602)
continue (0.2371238540 dimensionless) (-20.2194666747)
continue (0.2487761318 dimensionless) (-20.1919917001)
continue (0.2609584682 dimensionless) (-20.1597684050)
continue (0.2738182004 dimensionless) (-20.1593921210)
continue (0.2872846692 dimensionless) (-20.1587031125)
continue (0.3013448978 dimensionless) (-20.1562690349)
continue (0.3161925645 dimensionless) (-20.1513798826)
continue (0.3317316967 dimensionless) (-20.1446020033)
continue (0.3479446242 dimensionless) (-20.1368556537)
continue (0.3650909338 dimensionless) (-20.1242444207)
continue (0.3830462256 dimensionless) (-20.1084067957)
continue (0.4017931970 dimensionless) (-20.0973445248)
continue (0.4214925859 dimensionless) (-20.0900163051)
continue (0.4421479723 dimensionless) (-20.0774302310)
continue (0.4639852194 dimensionless) (-20.0613802185)
continue (0.4867879118 dimensionless) (-20.0474981521)
continue (0.5105137091 dimensionless) (-20.0361177711)
continue (0.5357242627 dimensionless) (-20.0361177711)
continue (0.5621634613 dimensionless) (-20.0363538135)
continue (0.5898168096 dimensionless) (-20.0171410577)
continue (0.6186469591 dimensionless) (-20.0010435595)
continue (0.6490505490 dimensionless) (-19.9922522220)
continue (0.6810664954 dimensionless) (-19.6825635035)
continue (0.7141590680 dimensionless) (-19.6390281163)
continue (0.7493222477 dimensionless) (-19.5705707356)
continue (0.7494721272 dimensionless) (-20.0287705527)
continue (0.7862527790 dimensionless) (-19.9788107009)
continue (0.8246759917 dimensionless) (-20.0689491532)
continue (0.8288690942 dimensionless) (-20.0957065149)
continue (0.8329222993 dimensionless) (-20.1243525453)
continue (0.8369692137 dimensionless) (-20.1551905515)
continue (0.8410245965 dimensionless) (-20.1885764875)
continue (0.8450724461 dimensionless) (-20.2249578192)
continue (0.8491277985 dimensionless) (-20.2643995036)
continue (0.8531743306 dimensionless) (-20.3080128300)
continue (0.8572273582 dimensionless) (-20.3573920577)
continue (0.8612783740 dimensionless) (-20.4141435097)
