# Puchwein et al 2019
# z = 11.690000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-18.3290123970)
continue (0.0008276721 dimensionless) (-18.3486250561)
continue (0.0008678733 dimensionless) (-18.3699791489)
continue (0.0009112670 dimensionless) (-18.3937261468)
continue (0.0009556071 dimensionless) (-18.4193030603)
continue (0.0010026042 dimensionless) (-18.4456319990)
continue (0.0010517855 dimensionless) (-18.4730149314)
continue (0.0011034960 dimensionless) (-18.5015515968)
continue (0.0011577525 dimensionless) (-18.5315049755)
continue (0.0012145368 dimensionless) (-18.5622494372)
continue (0.0012741429 dimensionless) (-18.5934598196)
continue (0.0013367566 dimensionless) (-18.6252516540)
continue (0.0014023807 dimensionless) (-18.6575773192)
continue (0.0014712092 dimensionless) (-18.6910089710)
continue (0.0015434739 dimensionless) (-18.7253803809)
continue (0.0016194544 dimensionless) (-18.7602001816)
continue (0.0016988571 dimensionless) (-18.7947956361)
continue (0.0017822550 dimensionless) (-18.8297382846)
continue (0.0018700328 dimensionless) (-18.8648673486)
continue (0.0019618234 dimensionless) (-18.9003193589)
continue (0.0020579652 dimensionless) (-18.9362914406)
continue (0.0021594004 dimensionless) (-18.9730583720)
continue (0.0022651429 dimensionless) (-19.0103277524)
continue (0.0023768048 dimensionless) (-19.0482740246)
continue (0.0024932065 dimensionless) (-19.0862920860)
continue (0.0026155768 dimensionless) (-19.1243022380)
continue (0.0027439535 dimensionless) (-19.1622853317)
continue (0.0028792005 dimensionless) (-19.2003149091)
continue (0.0030204407 dimensionless) (-19.2382976325)
continue (0.0031685222 dimensionless) (-19.2763801645)
continue (0.0033245785 dimensionless) (-19.3143478159)
continue (0.0034874358 dimensionless) (-19.3524214458)
continue (0.0036582375 dimensionless) (-19.3905123101)
continue (0.0038385298 dimensionless) (-19.4286406072)
continue (0.0040268094 dimensionless) (-19.4668637117)
continue (0.0042246962 dimensionless) (-19.5052889748)
continue (0.0044322323 dimensionless) (-19.5437858446)
continue (0.0046493213 dimensionless) (-19.5825283068)
continue (0.0048783028 dimensionless) (-19.6210573014)
continue (0.0051194774 dimensionless) (-19.6597542384)
continue (0.0053698702 dimensionless) (-19.6983190507)
continue (0.0056320579 dimensionless) (-19.7370745307)
continue (0.0059096431 dimensionless) (-19.7757259857)
continue (0.0061990950 dimensionless) (-19.8144578451)
continue (0.0065044038 dimensionless) (-19.8529423290)
continue (0.0068259698 dimensionless) (-19.8917733436)
continue (0.0071584208 dimensionless) (-19.9303319031)
continue (0.0075125059 dimensionless) (-19.9689957186)
continue (0.0078829323 dimensionless) (-20.0070049016)
continue (0.0082692103 dimensionless) (-20.0447934625)
continue (0.0086704755 dimensionless) (-20.0818647738)
continue (0.0090944807 dimensionless) (-20.1178171124)
continue (0.0095460609 dimensionless) (-20.1526124490)
continue (0.0100150233 dimensionless) (-20.1864857285)
continue (0.0105069407 dimensionless) (-20.2191788241)
continue (0.0110229463 dimensionless) (-20.2505729009)
continue (0.0115643017 dimensionless) (-20.2805029834)
continue (0.0121324320 dimensionless) (-20.3088300659)
continue (0.0127271923 dimensionless) (-20.3353580244)
continue (0.0133518970 dimensionless) (-20.3601152581)
continue (0.0140087159 dimensionless) (-20.3829996589)
continue (0.0146954841 dimensionless) (-20.4038429191)
continue (0.0154190689 dimensionless) (-20.4214753947)
continue (0.0161744226 dimensionless) (-20.4335625078)
continue (0.0169695898 dimensionless) (-20.4388986164)
continue (0.0178051382 dimensionless) (-20.4372314570)
continue (0.0186773308 dimensionless) (-20.4277093938)
continue (0.0195971392 dimensionless) (-20.4099387692)
continue (0.0205564397 dimensionless) (-20.3874280459)
continue (0.0215684490 dimensionless) (-20.3665315444)
continue (0.0226289290 dimensionless) (-20.3478503946)
continue (0.0237370922 dimensionless) (-20.3287345671)
continue (0.0249048093 dimensionless) (-20.3090069679)
continue (0.0261257732 dimensionless) (-20.2888679277)
continue (0.0274065254 dimensionless) (-20.2684112348)
continue (0.0287556633 dimensionless) (-20.2501864147)
continue (0.0301644148 dimensionless) (-20.2326214759)
continue (0.0316522046 dimensionless) (-20.2123978538)
continue (0.0332094377 dimensionless) (-20.1905076231)
continue (0.0348343643 dimensionless) (-20.1650073963)
continue (0.0365530273 dimensionless) (-20.1343631123)
continue (0.0383368519 dimensionless) (-20.1011103441)
continue (0.0402325373 dimensionless) (-20.0740178997)
continue (0.0422078263 dimensionless) (-20.0542360769)
continue (0.0442792503 dimensionless) (-20.0361177711)
continue (0.0464458191 dimensionless) (-20.0201785700)
continue (0.0487308541 dimensionless) (-20.0048476231)
continue (0.0511373160 dimensionless) (-19.9909742579)
continue (0.0536354897 dimensionless) (-19.9817156916)
continue (0.0562510476 dimensionless) (-19.9767475404)
continue (0.0590198815 dimensionless) (-19.9710222948)
continue (0.0619488083 dimensionless) (-19.9609826780)
continue (0.0649513165 dimensionless) (-19.9507819773)
continue (0.0681575894 dimensionless) (-19.9430951487)
continue (0.0715280197 dimensionless) (-19.9362914406)
continue (0.0750013968 dimensionless) (-19.9295926783)
continue (0.0786931754 dimensionless) (-19.9229956732)
continue (0.0825422981 dimensionless) (-19.9179330657)
continue (0.0866223356 dimensionless) (-19.9125735430)
continue (0.0908541347 dimensionless) (-19.9041335465)
continue (0.0953507346 dimensionless) (-19.8914349763)
continue (0.1000293052 dimensionless) (-19.8797552045)
continue (0.1049484016 dimensionless) (-19.8677403105)
continue (0.1100962874 dimensionless) (-19.8507808873)
continue (0.1155110877 dimensionless) (-19.8383325876)
continue (0.1211791185 dimensionless) (-19.8309136425)
continue (0.1271298787 dimensionless) (-19.8218867477)
continue (0.1333821679 dimensionless) (-19.8113527040)
continue (0.1399365741 dimensionless) (-19.8005190851)
continue (0.1467891383 dimensionless) (-19.7886124471)
continue (0.1540082763 dimensionless) (-19.7749493039)
continue (0.1615721579 dimensionless) (-19.7604502792)
continue (0.1695065050 dimensionless) (-19.7461775613)
continue (0.1778428905 dimensionless) (-19.7337683033)
continue (0.1865820989 dimensionless) (-19.7251496800)
continue (0.1957188511 dimensionless) (-19.7194216296)
continue (0.2053328010 dimensionless) (-19.7173778871)
continue (0.2154295439 dimensionless) (-19.7207894874)
continue (0.2260086733 dimensionless) (-19.7309542903)
continue (0.2371238540 dimensionless) (-19.7423214251)
continue (0.2487761318 dimensionless) (-19.7325935812)
continue (0.2609584682 dimensionless) (-19.7171513972)
continue (0.2738182004 dimensionless) (-19.7148929704)
continue (0.2872846692 dimensionless) (-19.7117507744)
continue (0.3013448978 dimensionless) (-19.7059749059)
continue (0.3161925645 dimensionless) (-19.6983190507)
continue (0.3317316967 dimensionless) (-19.6890943706)
continue (0.3479446242 dimensionless) (-19.6792307717)
continue (0.3650909338 dimensionless) (-19.6673595896)
continue (0.3830462256 dimensionless) (-19.6544302439)
continue (0.4017931970 dimensionless) (-19.6422556748)
continue (0.4214925859 dimensionless) (-19.6315271616)
continue (0.4421479723 dimensionless) (-19.6216020991)
continue (0.4639852194 dimensionless) (-19.6110112149)
continue (0.4867879118 dimensionless) (-19.6006724678)
continue (0.5105137091 dimensionless) (-19.5920994599)
continue (0.5357242627 dimensionless) (-19.5841922724)
continue (0.5621634613 dimensionless) (-19.4907974777)
continue (0.5898168096 dimensionless) (-19.4655931009)
continue (0.6186469591 dimensionless) (-19.4388986164)
continue (0.6490505490 dimensionless) (-19.4137503611)
continue (0.6810664954 dimensionless) (-19.3981572102)
continue (0.7141590680 dimensionless) (-19.3990271043)
continue (0.7493971799 dimensionless) (-19.3959900676)
continue (0.7493971799 dimensionless) (-19.7126462273)
continue (0.7862527790 dimensionless) (-19.7838340977)
continue (0.8246759917 dimensionless) (-19.9566377220)
continue (0.8288690942 dimensionless) (-19.9833635533)
continue (0.8329222993 dimensionless) (-20.0121144092)
continue (0.8369692137 dimensionless) (-20.0430568723)
continue (0.8410245965 dimensionless) (-20.0765445863)
continue (0.8450724461 dimensionless) (-20.1130250527)
continue (0.8491277985 dimensionless) (-20.1525562912)
continue (0.8531743306 dimensionless) (-20.1962527688)
continue (0.8572273582 dimensionless) (-20.2457158957)
continue (0.8612783740 dimensionless) (-20.3025500777)
continue (0.8654007320 dimensionless) (-20.3691654822)
continue (0.8695793374 dimensionless) (-20.4561404670)
continue (0.8738320076 dimensionless) (-20.5656898337)
continue (0.8780757090 dimensionless) (-20.7134918851)
continue (0.8823266565 dimensionless) (-20.9409252963)
continue (0.8865758338 dimensionless) (-21.4526856692)
continue (0.8881744355 dimensionless) (-inf)
continue (0.8881744355 dimensionless) (-20.1305922506)
