# Puchwein et al 2019
# z = 0.211400
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-18.7013652169)
continue (0.0008276721 dimensionless) (-18.7269987279)
continue (0.0008678733 dimensionless) (-18.7532552903)
continue (0.0009112670 dimensionless) (-18.7798919120)
continue (0.0009556071 dimensionless) (-18.8071538848)
continue (0.0010026042 dimensionless) (-18.8341623753)
continue (0.0010517855 dimensionless) (-18.8616973018)
continue (0.0011034960 dimensionless) (-18.8894102897)
continue (0.0011577525 dimensionless) (-18.9168558569)
continue (0.0012145368 dimensionless) (-18.9446216686)
continue (0.0012741429 dimensionless) (-18.9722427953)
continue (0.0013367566 dimensionless) (-18.9995659225)
continue (0.0014023807 dimensionless) (-19.0269183504)
continue (0.0014712092 dimensionless) (-19.0539901152)
continue (0.0015434739 dimensionless) (-19.0807649621)
continue (0.0016194544 dimensionless) (-19.1072377654)
continue (0.0016988571 dimensionless) (-19.1332402165)
continue (0.0017822550 dimensionless) (-19.1588283055)
continue (0.0018700328 dimensionless) (-19.1839576591)
continue (0.0019618234 dimensionless) (-19.2085198840)
continue (0.0020579652 dimensionless) (-19.2326214759)
continue (0.0021594004 dimensionless) (-19.2561767784)
continue (0.0022651429 dimensionless) (-19.2791794182)
continue (0.0023768048 dimensionless) (-19.3016384339)
continue (0.0024932065 dimensionless) (-19.3235807683)
continue (0.0026155768 dimensionless) (-19.3449576587)
continue (0.0027439535 dimensionless) (-19.3659259745)
continue (0.0028792005 dimensionless) (-19.3862638587)
continue (0.0030204407 dimensionless) (-19.4061603389)
continue (0.0031685222 dimensionless) (-19.4257371703)
continue (0.0033245785 dimensionless) (-19.4447845949)
continue (0.0034874358 dimensionless) (-19.4633153274)
continue (0.0036582375 dimensionless) (-19.4814860601)
continue (0.0038385298 dimensionless) (-19.4990777608)
continue (0.0040268094 dimensionless) (-19.5159850373)
continue (0.0042246962 dimensionless) (-19.5323918944)
continue (0.0044322323 dimensionless) (-19.5479067510)
continue (0.0046493213 dimensionless) (-19.5625665562)
continue (0.0048783028 dimensionless) (-19.5765902723)
continue (0.0051194774 dimensionless) (-19.5895602138)
continue (0.0053698702 dimensionless) (-19.6015391504)
continue (0.0056320579 dimensionless) (-19.6122543404)
continue (0.0059096431 dimensionless) (-19.6214204239)
continue (0.0061990950 dimensionless) (-19.6291169832)
continue (0.0065044038 dimensionless) (-19.6348865684)
continue (0.0068259698 dimensionless) (-19.6388390048)
continue (0.0071584208 dimensionless) (-19.6407338354)
continue (0.0075125059 dimensionless) (-19.6405439799)
continue (0.0078829323 dimensionless) (-19.6378946807)
continue (0.0082692103 dimensionless) (-19.6332036167)
continue (0.0086704755 dimensionless) (-19.6263525278)
continue (0.0090944807 dimensionless) (-19.6176226965)
continue (0.0095460609 dimensionless) (-19.6074789101)
continue (0.0100150233 dimensionless) (-19.5960220363)
continue (0.0105069407 dimensionless) (-19.5836924129)
continue (0.0110229463 dimensionless) (-19.5702477200)
continue (0.0115643017 dimensionless) (-19.5561114532)
continue (0.0121324320 dimensionless) (-19.5410601381)
continue (0.0127271923 dimensionless) (-19.5254923609)
continue (0.0133518970 dimensionless) (-19.5094796906)
continue (0.0140087159 dimensionless) (-19.4929541276)
continue (0.0146954841 dimensionless) (-19.4761235244)
continue (0.0154190689 dimensionless) (-19.4591701859)
continue (0.0161744226 dimensionless) (-19.4422522584)
continue (0.0169695898 dimensionless) (-19.4256214356)
continue (0.0178051382 dimensionless) (-19.4096040528)
continue (0.0186773308 dimensionless) (-19.3944794766)
continue (0.0195971392 dimensionless) (-19.3802807344)
continue (0.0205564397 dimensionless) (-19.3674414855)
continue (0.0215684490 dimensionless) (-19.3560540873)
continue (0.0226289290 dimensionless) (-19.3462088126)
continue (0.0237370922 dimensionless) (-19.3379035546)
continue (0.0249048093 dimensionless) (-19.3309621991)
continue (0.0261257732 dimensionless) (-19.3256901111)
continue (0.0274065254 dimensionless) (-19.3218459620)
continue (0.0287556633 dimensionless) (-19.3193925710)
continue (0.0301644148 dimensionless) (-19.3182162335)
continue (0.0316522046 dimensionless) (-19.3183970013)
continue (0.0332094377 dimensionless) (-19.3198458583)
continue (0.0348343643 dimensionless) (-19.3224842952)
continue (0.0365530273 dimensionless) (-19.3264262036)
continue (0.0383368519 dimensionless) (-19.3320803147)
continue (0.0402325373 dimensionless) (-19.3404640928)
continue (0.0422078263 dimensionless) (-19.3509573659)
continue (0.0442792503 dimensionless) (-19.3627104523)
continue (0.0464458191 dimensionless) (-19.3755116375)
continue (0.0487308541 dimensionless) (-19.3895527786)
continue (0.0511373160 dimensionless) (-19.4049449102)
continue (0.0536354897 dimensionless) (-19.4218193904)
continue (0.0562510476 dimensionless) (-19.4396150770)
continue (0.0590198815 dimensionless) (-19.4576726172)
continue (0.0619488083 dimensionless) (-19.4756038779)
continue (0.0649513165 dimensionless) (-19.4934949676)
continue (0.0681575894 dimensionless) (-19.5121548799)
continue (0.0715280197 dimensionless) (-19.5318004139)
continue (0.0750013968 dimensionless) (-19.5522219907)
continue (0.0786931754 dimensionless) (-19.5734887386)
continue (0.0825422981 dimensionless) (-19.5955083822)
continue (0.0866223356 dimensionless) (-19.6183435174)
continue (0.0908541347 dimensionless) (-19.6420651530)
continue (0.0953507346 dimensionless) (-19.6655462488)
continue (0.1000293052 dimensionless) (-19.6895191085)
continue (0.1049484016 dimensionless) (-19.7135435303)
continue (0.1100962874 dimensionless) (-19.7373116557)
continue (0.1155110877 dimensionless) (-19.7617029321)
continue (0.1211791185 dimensionless) (-19.7864822430)
continue (0.1271298787 dimensionless) (-19.8116340739)
continue (0.1333821679 dimensionless) (-19.8365404482)
continue (0.1399365741 dimensionless) (-19.8620132673)
continue (0.1467891383 dimensionless) (-19.8884014751)
