# Puchwein et al 2019
# z = 1.609000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-17.8389316145)
continue (0.0008276721 dimensionless) (-17.8607507824)
continue (0.0008678733 dimensionless) (-17.8840568231)
continue (0.0009112670 dimensionless) (-17.9086848403)
continue (0.0009556071 dimensionless) (-17.9340470197)
continue (0.0010026042 dimensionless) (-17.9601894459)
continue (0.0010517855 dimensionless) (-17.9867413347)
continue (0.0011034960 dimensionless) (-18.0142592589)
continue (0.0011577525 dimensionless) (-18.0422969585)
continue (0.0012145368 dimensionless) (-18.0706832732)
continue (0.0012741429 dimensionless) (-18.0991960652)
continue (0.0013367566 dimensionless) (-18.1279020257)
continue (0.0014023807 dimensionless) (-18.1568918580)
continue (0.0014712092 dimensionless) (-18.1860855800)
continue (0.0015434739 dimensionless) (-18.2155253562)
continue (0.0016194544 dimensionless) (-18.2449640662)
continue (0.0016988571 dimensionless) (-18.2741700097)
continue (0.0017822550 dimensionless) (-18.3032069149)
continue (0.0018700328 dimensionless) (-18.3319870284)
continue (0.0019618234 dimensionless) (-18.3606131310)
continue (0.0020579652 dimensionless) (-18.3891269996)
continue (0.0021594004 dimensionless) (-18.4173685605)
continue (0.0022651429 dimensionless) (-18.4453897148)
continue (0.0023768048 dimensionless) (-18.4731440129)
continue (0.0024932065 dimensionless) (-18.5004503741)
continue (0.0026155768 dimensionless) (-18.5272435507)
continue (0.0027439535 dimensionless) (-18.5536181878)
continue (0.0028792005 dimensionless) (-18.5793842294)
continue (0.0030204407 dimensionless) (-18.6044988757)
continue (0.0031685222 dimensionless) (-18.6291169832)
continue (0.0033245785 dimensionless) (-18.6528652171)
continue (0.0034874358 dimensionless) (-18.6761293935)
continue (0.0036582375 dimensionless) (-18.6983190507)
continue (0.0038385298 dimensionless) (-18.7198771037)
continue (0.0040268094 dimensionless) (-18.7406450727)
continue (0.0042246962 dimensionless) (-18.7602001816)
continue (0.0044322323 dimensionless) (-18.7791077508)
continue (0.0046493213 dimensionless) (-18.7972393126)
continue (0.0048783028 dimensionless) (-18.8150248093)
continue (0.0051194774 dimensionless) (-18.8329782042)
continue (0.0053698702 dimensionless) (-18.8510890069)
continue (0.0056320579 dimensionless) (-18.8693446510)
continue (0.0059096431 dimensionless) (-18.8877302316)
continue (0.0061990950 dimensionless) (-18.9065783148)
continue (0.0065044038 dimensionless) (-18.9255492810)
continue (0.0068259698 dimensionless) (-18.9446216686)
continue (0.0071584208 dimensionless) (-18.9641701747)
continue (0.0075125059 dimensionless) (-18.9833844524)
continue (0.0078829323 dimensionless) (-19.0020896327)
continue (0.0082692103 dimensionless) (-19.0187705126)
continue (0.0086704755 dimensionless) (-19.0328734189)
continue (0.0090944807 dimensionless) (-19.0440718431)
continue (0.0095460609 dimensionless) (-19.0526643241)
continue (0.0100150233 dimensionless) (-19.0590852624)
continue (0.0105069407 dimensionless) (-19.0633354870)
