# Puchwein et al 2019
# z = 6.141000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-17.9875846252)
continue (0.0008276721 dimensionless) (-18.0092616715)
continue (0.0008678733 dimensionless) (-18.0326392600)
continue (0.0009112670 dimensionless) (-18.0580415835)
continue (0.0009556071 dimensionless) (-18.0849168983)
continue (0.0010026042 dimensionless) (-18.1124389591)
continue (0.0010517855 dimensionless) (-18.1408617027)
continue (0.0011034960 dimensionless) (-18.1704389437)
continue (0.0011577525 dimensionless) (-18.2011422683)
continue (0.0012145368 dimensionless) (-18.2326214759)
continue (0.0012741429 dimensionless) (-18.2644809412)
continue (0.0013367566 dimensionless) (-18.2967086219)
continue (0.0014023807 dimensionless) (-18.3295685906)
continue (0.0014712092 dimensionless) (-18.3632113110)
continue (0.0015434739 dimensionless) (-18.3976144099)
continue (0.0016194544 dimensionless) (-18.4325031089)
continue (0.0016988571 dimensionless) (-18.4673729988)
continue (0.0017822550 dimensionless) (-18.5025174626)
continue (0.0018700328 dimensionless) (-18.5377517846)
continue (0.0019618234 dimensionless) (-18.5733261120)
continue (0.0020579652 dimensionless) (-18.6090648929)
continue (0.0021594004 dimensionless) (-18.6455073994)
continue (0.0022651429 dimensionless) (-18.6821455107)
continue (0.0023768048 dimensionless) (-18.7194216296)
continue (0.0024932065 dimensionless) (-18.7564658982)
continue (0.0026155768 dimensionless) (-18.7937139556)
continue (0.0027439535 dimensionless) (-18.8306195047)
continue (0.0028792005 dimensionless) (-18.8677403105)
continue (0.0030204407 dimensionless) (-18.9048306486)
continue (0.0031685222 dimensionless) (-18.9415739755)
continue (0.0033245785 dimensionless) (-18.9783972840)
continue (0.0034874358 dimensionless) (-19.0151577686)
continue (0.0036582375 dimensionless) (-19.0517337801)
continue (0.0038385298 dimensionless) (-19.0880970040)
continue (0.0040268094 dimensionless) (-19.1241288093)
continue (0.0042246962 dimensionless) (-19.1597684050)
continue (0.0044322323 dimensionless) (-19.1947710858)
continue (0.0046493213 dimensionless) (-19.2290007948)
continue (0.0048783028 dimensionless) (-19.2628869057)
continue (0.0051194774 dimensionless) (-19.2966226315)
continue (0.0053698702 dimensionless) (-19.3302183848)
continue (0.0056320579 dimensionless) (-19.3637127479)
continue (0.0059096431 dimensionless) (-19.3969639437)
continue (0.0061990950 dimensionless) (-19.4299242947)
continue (0.0065044038 dimensionless) (-19.4628107738)
continue (0.0068259698 dimensionless) (-19.4952573637)
continue (0.0071584208 dimensionless) (-19.5273898024)
continue (0.0075125059 dimensionless) (-19.5590909179)
continue (0.0078829323 dimensionless) (-19.5902358957)
continue (0.0082692103 dimensionless) (-19.6197887583)
continue (0.0086704755 dimensionless) (-19.6468534538)
continue (0.0090944807 dimensionless) (-19.6706021206)
continue (0.0095460609 dimensionless) (-19.6910089710)
continue (0.0100150233 dimensionless) (-19.7086311495)
continue (0.0105069407 dimensionless) (-19.7237680421)
continue (0.0110229463 dimensionless) (-19.7356544929)
continue (0.0115643017 dimensionless) (-19.7449688367)
continue (0.0121324320 dimensionless) (-19.7510463845)
continue (0.0127271923 dimensionless) (-19.7542406440)
continue (0.0133518970 dimensionless) (-19.7544873322)
continue (0.0140087159 dimensionless) (-19.7520267336)
continue (0.0146954841 dimensionless) (-19.7469044142)
continue (0.0154190689 dimensionless) (-19.7387371312)
continue (0.0161744226 dimensionless) (-19.7269987279)
continue (0.0169695898 dimensionless) (-19.7108571641)
continue (0.0178051382 dimensionless) (-19.6895191085)
continue (0.0186773308 dimensionless) (-19.6629402737)
continue (0.0195971392 dimensionless) (-19.6305985863)
continue (0.0205564397 dimensionless) (-19.5943122133)
continue (0.0215684490 dimensionless) (-19.5624079677)
continue (0.0226289290 dimensionless) (-19.5361070110)
continue (0.0237370922 dimensionless) (-19.5097605148)
continue (0.0249048093 dimensionless) (-19.4837291173)
continue (0.0261257732 dimensionless) (-19.4579218537)
continue (0.0274065254 dimensionless) (-19.4323855573)
continue (0.0287556633 dimensionless) (-19.4081565888)
continue (0.0301644148 dimensionless) (-19.3854191330)
continue (0.0316522046 dimensionless) (-19.3631110930)
continue (0.0332094377 dimensionless) (-19.3403689884)
continue (0.0348343643 dimensionless) (-19.3146165902)
continue (0.0365530273 dimensionless) (-19.2837461741)
continue (0.0383368519 dimensionless) (-19.2504182651)
continue (0.0402325373 dimensionless) (-19.2243167510)
continue (0.0422078263 dimensionless) (-19.2068384708)
continue (0.0442792503 dimensionless) (-19.1913164909)
continue (0.0464458191 dimensionless) (-19.1778973314)
continue (0.0487308541 dimensionless) (-19.1667891197)
continue (0.0511373160 dimensionless) (-19.1598311508)
continue (0.0536354897 dimensionless) (-19.1590787998)
continue (0.0562510476 dimensionless) (-19.1638658505)
continue (0.0590198815 dimensionless) (-19.1699890641)
