# Puchwein et al 2019
# z = 6.492000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-18.0049793939)
continue (0.0008276721 dimensionless) (-18.0267797531)
continue (0.0008678733 dimensionless) (-18.0501222960)
continue (0.0009112670 dimensionless) (-18.0755139563)
continue (0.0009556071 dimensionless) (-18.1023729087)
continue (0.0010026042 dimensionless) (-18.1298888446)
continue (0.0010517855 dimensionless) (-18.1583277499)
continue (0.0011034960 dimensionless) (-18.1878891588)
continue (0.0011577525 dimensionless) (-18.2186755443)
continue (0.0012145368 dimensionless) (-18.2501864147)
continue (0.0012741429 dimensionless) (-18.2819968317)
continue (0.0013367566 dimensionless) (-18.3143478159)
continue (0.0014023807 dimensionless) (-18.3472703039)
continue (0.0014712092 dimensionless) (-18.3809066694)
continue (0.0015434739 dimensionless) (-18.4154426395)
continue (0.0016194544 dimensionless) (-18.4503837605)
continue (0.0016988571 dimensionless) (-18.4854522473)
continue (0.0017822550 dimensionless) (-18.5205686628)
continue (0.0018700328 dimensionless) (-18.5559552041)
continue (0.0019618234 dimensionless) (-18.5915904215)
continue (0.0020579652 dimensionless) (-18.6276404175)
continue (0.0021594004 dimensionless) (-18.6641410887)
continue (0.0022651429 dimensionless) (-18.7011469236)
continue (0.0023768048 dimensionless) (-18.7384992268)
continue (0.0024932065 dimensionless) (-18.7757259857)
continue (0.0026155768 dimensionless) (-18.8130436645)
continue (0.0027439535 dimensionless) (-18.8504729862)
continue (0.0028792005 dimensionless) (-18.8877302316)
continue (0.0030204407 dimensionless) (-18.9251835594)
continue (0.0031685222 dimensionless) (-18.9621752494)
continue (0.0033245785 dimensionless) (-18.9995659225)
continue (0.0034874358 dimensionless) (-19.0364955006)
continue (0.0036582375 dimensionless) (-19.0735032107)
continue (0.0038385298 dimensionless) (-19.1103062086)
continue (0.0040268094 dimensionless) (-19.1469104701)
continue (0.0042246962 dimensionless) (-19.1831623691)
continue (0.0044322323 dimensionless) (-19.2188911643)
continue (0.0046493213 dimensionless) (-19.2539888922)
continue (0.0048783028 dimensionless) (-19.2887834757)
continue (0.0051194774 dimensionless) (-19.3234892897)
continue (0.0053698702 dimensionless) (-19.3580304023)
continue (0.0056320579 dimensionless) (-19.3925449768)
continue (0.0059096431 dimensionless) (-19.4267801729)
continue (0.0061990950 dimensionless) (-19.4609239012)
continue (0.0065044038 dimensionless) (-19.4947143259)
continue (0.0068259698 dimensionless) (-19.5282683485)
continue (0.0071584208 dimensionless) (-19.5614576512)
continue (0.0075125059 dimensionless) (-19.5943122133)
continue (0.0078829323 dimensionless) (-19.6263525278)
continue (0.0082692103 dimensionless) (-19.6569855028)
continue (0.0086704755 dimensionless) (-19.6855007720)
continue (0.0090944807 dimensionless) (-19.7106340485)
continue (0.0095460609 dimensionless) (-19.7328282716)
continue (0.0100150233 dimensionless) (-19.7522721671)
