# Puchwein et al 2019
# z = 0.049120
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-18.9266482976)
continue (0.0008276721 dimensionless) (-18.9527251326)
continue (0.0008678733 dimensionless) (-18.9796387174)
continue (0.0009112670 dimensionless) (-19.0063433714)
continue (0.0009556071 dimensionless) (-19.0334828236)
continue (0.0010026042 dimensionless) (-19.0607304137)
continue (0.0010517855 dimensionless) (-19.0880438109)
continue (0.0011034960 dimensionless) (-19.1154311851)
continue (0.0011577525 dimensionless) (-19.1427881577)
continue (0.0012145368 dimensionless) (-19.1700533041)
continue (0.0012741429 dimensionless) (-19.1971578873)
continue (0.0013367566 dimensionless) (-19.2239529288)
continue (0.0014023807 dimensionless) (-19.2505729009)
continue (0.0014712092 dimensionless) (-19.2768728412)
continue (0.0015434739 dimensionless) (-19.3028578737)
continue (0.0016194544 dimensionless) (-19.3283644034)
continue (0.0016988571 dimensionless) (-19.3534002483)
continue (0.0017822550 dimensionless) (-19.3779933270)
continue (0.0018700328 dimensionless) (-19.4020855288)
continue (0.0019618234 dimensionless) (-19.4256214356)
continue (0.0020579652 dimensionless) (-19.4486720120)
continue (0.0021594004 dimensionless) (-19.4712118082)
continue (0.0022651429 dimensionless) (-19.4932244634)
continue (0.0023768048 dimensionless) (-19.5147045613)
continue (0.0024932065 dimensionless) (-19.5358086294)
continue (0.0026155768 dimensionless) (-19.5564241202)
continue (0.0027439535 dimensionless) (-19.5765902723)
continue (0.0028792005 dimensionless) (-19.5963648102)
continue (0.0030204407 dimensionless) (-19.6154673845)
continue (0.0031685222 dimensionless) (-19.6343248595)
continue (0.0033245785 dimensionless) (-19.6524748400)
continue (0.0034874358 dimensionless) (-19.6701954778)
continue (0.0036582375 dimensionless) (-19.6871881738)
continue (0.0038385298 dimensionless) (-19.7033348097)
continue (0.0040268094 dimensionless) (-19.7187393129)
continue (0.0042246962 dimensionless) (-19.7330630888)
continue (0.0044322323 dimensionless) (-19.7466619947)
continue (0.0046493213 dimensionless) (-19.7589518493)
continue (0.0048783028 dimensionless) (-19.7700623141)
continue (0.0051194774 dimensionless) (-19.7796303675)
continue (0.0053698702 dimensionless) (-19.7878123956)
continue (0.0056320579 dimensionless) (-19.7942544591)
continue (0.0059096431 dimensionless) (-19.7988761028)
continue (0.0061990950 dimensionless) (-19.8016178700)
continue (0.0065044038 dimensionless) (-19.8021683067)
continue (0.0068259698 dimensionless) (-19.8007935208)
continue (0.0071584208 dimensionless) (-19.7972393126)
continue (0.0075125059 dimensionless) (-19.7920964696)
continue (0.0078829323 dimensionless) (-19.7848914189)
continue (0.0082692103 dimensionless) (-19.7762445463)
continue (0.0086704755 dimensionless) (-19.7659891824)
continue (0.0090944807 dimensionless) (-19.7547341605)
continue (0.0095460609 dimensionless) (-19.7423214251)
continue (0.0100150233 dimensionless) (-19.7288556821)
continue (0.0105069407 dimensionless) (-19.7146677724)
