# Puchwein et al 2019
# z = 0.865100
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-18.1195866001)
continue (0.0008276721 dimensionless) (-18.1432711096)
continue (0.0008678733 dimensionless) (-18.1678744575)
continue (0.0009112670 dimensionless) (-18.1934808659)
continue (0.0009556071 dimensionless) (-18.2196826879)
continue (0.0010026042 dimensionless) (-18.2464169411)
continue (0.0010517855 dimensionless) (-18.2735173032)
continue (0.0011034960 dimensionless) (-18.3011168632)
continue (0.0011577525 dimensionless) (-18.3291050465)
continue (0.0012145368 dimensionless) (-18.3573376686)
continue (0.0012741429 dimensionless) (-18.3855246339)
continue (0.0013367566 dimensionless) (-18.4138629748)
continue (0.0014023807 dimensionless) (-18.4422522584)
continue (0.0014712092 dimensionless) (-18.4706980022)
continue (0.0015434739 dimensionless) (-18.4992148271)
continue (0.0016194544 dimensionless) (-18.5275361034)
continue (0.0016988571 dimensionless) (-18.5556428743)
continue (0.0017822550 dimensionless) (-18.5833594927)
continue (0.0018700328 dimensionless) (-18.6108339156)
continue (0.0019618234 dimensionless) (-18.6380833813)
continue (0.0020579652 dimensionless) (-18.6649434806)
continue (0.0021594004 dimensionless) (-18.6914355864)
continue (0.0022651429 dimensionless) (-18.7176044953)
continue (0.0023768048 dimensionless) (-18.7432822540)
continue (0.0024932065 dimensionless) (-18.7682756167)
continue (0.0026155768 dimensionless) (-18.7929044596)
continue (0.0027439535 dimensionless) (-18.8167301563)
continue (0.0028792005 dimensionless) (-18.8401321529)
continue (0.0030204407 dimensionless) (-18.8626458886)
continue (0.0031685222 dimensionless) (-18.8843894883)
continue (0.0033245785 dimensionless) (-18.9055288714)
continue (0.0034874358 dimensionless) (-18.9262816497)
continue (0.0036582375 dimensionless) (-18.9461535731)
continue (0.0038385298 dimensionless) (-18.9653715434)
continue (0.0040268094 dimensionless) (-18.9842212436)
continue (0.0042246962 dimensionless) (-19.0024388844)
continue (0.0044322323 dimensionless) (-19.0202240673)
continue (0.0046493213 dimensionless) (-19.0376780273)
continue (0.0048783028 dimensionless) (-19.0550240916)
continue (0.0051194774 dimensionless) (-19.0724243453)
continue (0.0053698702 dimensionless) (-19.0896958319)
continue (0.0056320579 dimensionless) (-19.1068487869)
continue (0.0059096431 dimensionless) (-19.1237821594)
continue (0.0061990950 dimensionless) (-19.1403214234)
continue (0.0065044038 dimensionless) (-19.1562690349)
continue (0.0068259698 dimensionless) (-19.1714689934)
continue (0.0071584208 dimensionless) (-19.1858190190)
continue (0.0075125059 dimensionless) (-19.1990081387)
continue (0.0078829323 dimensionless) (-19.2106308464)
continue (0.0082692103 dimensionless) (-19.2199708727)
continue (0.0086704755 dimensionless) (-19.2267988576)
continue (0.0090944807 dimensionless) (-19.2309182129)
continue (0.0095460609 dimensionless) (-19.2325472819)
continue (0.0100150233 dimensionless) (-19.2318060384)
continue (0.0105069407 dimensionless) (-19.2287800981)
continue (0.0110229463 dimensionless) (-19.2234440893)
continue (0.0115643017 dimensionless) (-19.2159535842)
continue (0.0121324320 dimensionless) (-19.2063492823)
continue (0.0127271923 dimensionless) (-19.1949071217)
continue (0.0133518970 dimensionless) (-19.1819061309)
continue (0.0140087159 dimensionless) (-19.1676827301)
continue (0.0146954841 dimensionless) (-19.1524890348)
continue (0.0154190689 dimensionless) (-19.1364986994)
continue (0.0161744226 dimensionless) (-19.1198726778)
continue (0.0169695898 dimensionless) (-19.1026478657)
continue (0.0178051382 dimensionless) (-19.0848640934)
continue (0.0186773308 dimensionless) (-19.0666645899)
continue (0.0195971392 dimensionless) (-19.0482254919)
continue (0.0205564397 dimensionless) (-19.0296996246)
continue (0.0215684490 dimensionless) (-19.0120657348)
continue (0.0226289290 dimensionless) (-18.9952488444)
continue (0.0237370922 dimensionless) (-18.9783972840)
continue (0.0249048093 dimensionless) (-18.9621752494)
continue (0.0261257732 dimensionless) (-18.9469215565)
continue (0.0274065254 dimensionless) (-18.9318141383)
continue (0.0287556633 dimensionless) (-18.9179330657)
continue (0.0301644148 dimensionless) (-18.9051796196)
continue (0.0316522046 dimensionless) (-18.8931294555)
continue (0.0332094377 dimensionless) (-18.8823973083)
continue (0.0348343643 dimensionless) (-18.8728952016)
continue (0.0365530273 dimensionless) (-18.8642314854)
continue (0.0383368519 dimensionless) (-18.8585502266)
continue (0.0402325373 dimensionless) (-18.8579235389)
continue (0.0422078263 dimensionless) (-18.8613815661)
continue (0.0442792503 dimensionless) (-18.8664610916)
continue (0.0464458191 dimensionless) (-18.8728952016)
continue (0.0487308541 dimensionless) (-18.8814046348)
continue (0.0511373160 dimensionless) (-18.8921119748)
continue (0.0536354897 dimensionless) (-18.9062282185)
continue (0.0562510476 dimensionless) (-18.9219058496)
continue (0.0590198815 dimensionless) (-18.9374180158)
continue (0.0619488083 dimensionless) (-18.9527251326)
continue (0.0649513165 dimensionless) (-18.9669785553)
continue (0.0681575894 dimensionless) (-18.9829666607)
continue (0.0715280197 dimensionless) (-19.0001303079)
continue (0.0750013968 dimensionless) (-19.0185438335)
continue (0.0786931754 dimensionless) (-19.0378675307)
continue (0.0825422981 dimensionless) (-19.0578430715)
continue (0.0866223356 dimensionless) (-19.0789381092)
continue (0.0908541347 dimensionless) (-19.1006720501)
continue (0.0953507346 dimensionless) (-19.1214782045)
continue (0.1000293052 dimensionless) (-19.1428484973)
continue (0.1049484016 dimensionless) (-19.1638025192)
continue (0.1100962874 dimensionless) (-19.1837587000)
continue (0.1155110877 dimensionless) (-19.2043284941)
continue (0.1211791185 dimensionless) (-19.2259211992)
continue (0.1271298787 dimensionless) (-19.2481053120)
continue (0.1333821679 dimensionless) (-19.2703493317)
continue (0.1399365741 dimensionless) (-19.2942217872)
continue (0.1467891383 dimensionless) (-19.3193925710)
continue (0.1540082763 dimensionless) (-19.3459197647)
continue (0.1615721579 dimensionless) (-19.3736596326)
continue (0.1695065050 dimensionless) (-19.4026339497)
continue (0.1778428905 dimensionless) (-19.4323855573)
continue (0.1865820989 dimensionless) (-19.4618034217)
continue (0.1957188511 dimensionless) (-19.4929541276)
continue (0.2053328010 dimensionless) (-19.5262211654)
continue (0.2154295439 dimensionless) (-19.5600360641)
continue (0.2260086733 dimensionless) (-19.5949953349)
continue (0.2371238540 dimensionless) (-19.6258017421)
continue (0.2487761318 dimensionless) (-19.6480105446)
continue (0.2609584682 dimensionless) (-19.6665527255)
continue (0.2738182004 dimensionless) (-19.6867657083)
continue (0.2872846692 dimensionless) (-19.7075224063)
continue (0.3013448978 dimensionless) (-19.7288556821)
continue (0.3161925645 dimensionless) (-19.7510463845)
continue (0.3317316967 dimensionless) (-19.7734000948)
continue (0.3479446242 dimensionless) (-19.7969671130)
continue (0.3650909338 dimensionless) (-19.8218867477)
continue (0.3830462256 dimensionless) (-19.8483237692)
continue (0.4017931970 dimensionless) (-19.8784401558)
continue (0.4214925859 dimensionless) (-19.9125735430)
continue (0.4421479723 dimensionless) (-19.9492336888)
continue (0.4639852194 dimensionless) (-19.9888526392)
continue (0.4867879118 dimensionless) (-20.0325924434)
continue (0.5105137091 dimensionless) (-20.0801899798)
continue (0.5357242627 dimensionless) (-20.1321790920)
continue (0.5621634613 dimensionless) (-20.1872871332)
continue (0.5898168096 dimensionless) (-20.2408611837)
continue (0.6186469591 dimensionless) (-20.2989503693)
continue (0.6490505490 dimensionless) (-20.3669357273)
continue (0.6810664954 dimensionless) (-20.4408118110)
continue (0.7141590680 dimensionless) (-20.5237482040)
continue (0.7493971799 dimensionless) (-20.6006724678)
continue (0.7493971799 dimensionless) (-20.7520267336)
continue (0.7862527790 dimensionless) (-20.8544928286)
continue (0.8246759917 dimensionless) (-20.9858996785)
continue (0.8288690942 dimensionless) (-21.0053107544)
continue (0.8329222993 dimensionless) (-21.0217742749)
continue (0.8369692137 dimensionless) (-21.0381249140)
continue (0.8410245965 dimensionless) (-21.0543650164)
continue (0.8450724461 dimensionless) (-21.0704962674)
continue (0.8491277985 dimensionless) (-21.0863646687)
continue (0.8531743306 dimensionless) (-21.1021618599)
continue (0.8572273582 dimensionless) (-21.1179487194)
