# Puchwein et al 2019
# z = 2.649000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-17.7770235501)
continue (0.0008276721 dimensionless) (-17.7983298204)
continue (0.0008678733 dimensionless) (-17.8207355357)
continue (0.0009112670 dimensionless) (-17.8452717926)
continue (0.0009556071 dimensionless) (-17.8706324043)
continue (0.0010026042 dimensionless) (-17.8968807465)
continue (0.0010517855 dimensionless) (-17.9237237446)
continue (0.0011034960 dimensionless) (-17.9515581964)
continue (0.0011577525 dimensionless) (-17.9800533183)
continue (0.0012145368 dimensionless) (-18.0090399003)
continue (0.0012741429 dimensionless) (-18.0382942160)
continue (0.0013367566 dimensionless) (-18.0678307541)
continue (0.0014023807 dimensionless) (-18.0977250795)
continue (0.0014712092 dimensionless) (-18.1280186462)
continue (0.0015434739 dimensionless) (-18.1588283055)
continue (0.0016194544 dimensionless) (-18.1897002590)
continue (0.0016988571 dimensionless) (-18.2204756567)
continue (0.0017822550 dimensionless) (-18.2511145600)
continue (0.0018700328 dimensionless) (-18.2816644211)
continue (0.0019618234 dimensionless) (-18.3121144752)
continue (0.0020579652 dimensionless) (-18.3424661124)
continue (0.0021594004 dimensionless) (-18.3729415360)
continue (0.0022651429 dimensionless) (-18.4032929703)
continue (0.0023768048 dimensionless) (-18.4335625078)
continue (0.0024932065 dimensionless) (-18.4634415574)
continue (0.0026155768 dimensionless) (-18.4929541276)
continue (0.0027439535 dimensionless) (-18.5218665719)
continue (0.0028792005 dimensionless) (-18.5505216008)
continue (0.0030204407 dimensionless) (-18.5785606098)
continue (0.0031685222 dimensionless) (-18.6060739934)
continue (0.0033245785 dimensionless) (-18.6332036167)
continue (0.0034874358 dimensionless) (-18.6595558852)
continue (0.0036582375 dimensionless) (-18.6852903070)
continue (0.0038385298 dimensionless) (-18.7101881609)
continue (0.0040268094 dimensionless) (-18.7344746648)
continue (0.0042246962 dimensionless) (-18.7574585717)
continue (0.0044322323 dimensionless) (-18.7796303675)
continue (0.0046493213 dimensionless) (-18.8005190851)
continue (0.0048783028 dimensionless) (-18.8207355357)
continue (0.0051194774 dimensionless) (-18.8410347396)
continue (0.0053698702 dimensionless) (-18.8610660597)
continue (0.0056320579 dimensionless) (-18.8810742472)
continue (0.0059096431 dimensionless) (-18.9010103606)
continue (0.0061990950 dimensionless) (-18.9211808169)
continue (0.0065044038 dimensionless) (-18.9411945133)
continue (0.0068259698 dimensionless) (-18.9621752494)
continue (0.0071584208 dimensionless) (-18.9838026465)
continue (0.0075125059 dimensionless) (-19.0063433714)
continue (0.0078829323 dimensionless) (-19.0290026344)
continue (0.0082692103 dimensionless) (-19.0501710411)
continue (0.0086704755 dimensionless) (-19.0691018856)
continue (0.0090944807 dimensionless) (-19.0851281825)
continue (0.0095460609 dimensionless) (-19.0985416786)
continue (0.0100150233 dimensionless) (-19.1098026138)
continue (0.0105069407 dimensionless) (-19.1187865837)
continue (0.0110229463 dimensionless) (-19.1253442674)
continue (0.0115643017 dimensionless) (-19.1294205394)
continue (0.0121324320 dimensionless) (-19.1308856730)
continue (0.0127271923 dimensionless) (-19.1298302789)
continue (0.0133518970 dimensionless) (-19.1264469065)
continue (0.0140087159 dimensionless) (-19.1208467538)
continue (0.0146954841 dimensionless) (-19.1131709953)
continue (0.0154190689 dimensionless) (-19.1032533844)
continue (0.0161744226 dimensionless) (-19.0907649966)
continue (0.0169695898 dimensionless) (-19.0756173228)
continue (0.0178051382 dimensionless) (-19.0573471883)
continue (0.0186773308 dimensionless) (-19.0361177711)
continue (0.0195971392 dimensionless) (-19.0119764381)
continue (0.0205564397 dimensionless) (-18.9858996785)
continue (0.0215684490 dimensionless) (-18.9625735021)
continue (0.0226289290 dimensionless) (-18.9419537696)
continue (0.0237370922 dimensionless) (-18.9215431819)
continue (0.0249048093 dimensionless) (-18.9017024635)
continue (0.0261257732 dimensionless) (-18.8830603534)
continue (0.0274065254 dimensionless) (-18.8655041442)
continue (0.0287556633 dimensionless) (-18.8489367466)
continue (0.0301644148 dimensionless) (-18.8323873273)
continue (0.0316522046 dimensionless) (-18.8147412347)
continue (0.0332094377 dimensionless) (-18.7953374883)
continue (0.0348343643 dimensionless) (-18.7728849174)
continue (0.0365530273 dimensionless) (-18.7466619947)
continue (0.0383368519 dimensionless) (-18.7212463990)
continue (0.0402325373 dimensionless) (-18.7048729147)
continue (0.0422078263 dimensionless) (-18.6965879294)
continue (0.0442792503 dimensionless) (-18.6897316334)
continue (0.0464458191 dimensionless) (-18.6844494656)
