# Puchwein et al 2019
# z = 0.694500
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-18.2324731006)
continue (0.0008276721 dimensionless) (-18.2566470486)
continue (0.0008678733 dimensionless) (-18.2816644211)
continue (0.0009112670 dimensionless) (-18.3075937652)
continue (0.0009556071 dimensionless) (-18.3340439705)
continue (0.0010026042 dimensionless) (-18.3609121289)
continue (0.0010517855 dimensionless) (-18.3881705205)
continue (0.0011034960 dimensionless) (-18.4157818879)
continue (0.0011577525 dimensionless) (-18.4438181533)
continue (0.0012145368 dimensionless) (-18.4719836588)
continue (0.0012741429 dimensionless) (-18.5001755042)
continue (0.0013367566 dimensionless) (-18.5282683485)
continue (0.0014023807 dimensionless) (-18.5565805382)
continue (0.0014712092 dimensionless) (-18.5846927078)
continue (0.0015434739 dimensionless) (-18.6129662987)
continue (0.0016194544 dimensionless) (-18.6409237739)
continue (0.0016988571 dimensionless) (-18.6685727035)
continue (0.0017822550 dimensionless) (-18.6959405338)
continue (0.0018700328 dimensionless) (-18.7230788679)
continue (0.0019618234 dimensionless) (-18.7498240519)
continue (0.0020579652 dimensionless) (-18.7762445463)
continue (0.0021594004 dimensionless) (-18.8021683067)
continue (0.0022651429 dimensionless) (-18.8276890315)
continue (0.0023768048 dimensionless) (-18.8526328922)
continue (0.0024932065 dimensionless) (-18.8771290771)
continue (0.0026155768 dimensionless) (-18.9006647223)
continue (0.0027439535 dimensionless) (-18.9237237446)
continue (0.0028792005 dimensionless) (-18.9465373951)
continue (0.0030204407 dimensionless) (-18.9681877287)
continue (0.0031685222 dimensionless) (-18.9892761346)
continue (0.0033245785 dimensionless) (-19.0100165417)
continue (0.0034874358 dimensionless) (-19.0300252699)
continue (0.0036582375 dimensionless) (-19.0494404384)
continue (0.0038385298 dimensionless) (-19.0683895936)
continue (0.0040268094 dimensionless) (-19.0868752096)
continue (0.0042246962 dimensionless) (-19.1049091031)
continue (0.0044322323 dimensionless) (-19.1225134719)
continue (0.0046493213 dimensionless) (-19.1397818153)
continue (0.0048783028 dimensionless) (-19.1568918580)
continue (0.0051194774 dimensionless) (-19.1738603821)
continue (0.0053698702 dimensionless) (-19.1905749712)
continue (0.0056320579 dimensionless) (-19.2069783402)
continue (0.0059096431 dimensionless) (-19.2227907419)
continue (0.0061990950 dimensionless) (-19.2379970306)
continue (0.0065044038 dimensionless) (-19.2524328373)
continue (0.0068259698 dimensionless) (-19.2658404868)
continue (0.0071584208 dimensionless) (-19.2781069838)
continue (0.0075125059 dimensionless) (-19.2890368810)
continue (0.0078829323 dimensionless) (-19.2980005251)
continue (0.0082692103 dimensionless) (-19.3046058917)
continue (0.0086704755 dimensionless) (-19.3086532359)
continue (0.0090944807 dimensionless) (-19.3100698960)
continue (0.0095460609 dimensionless) (-19.3089185079)
continue (0.0100150233 dimensionless) (-19.3054825462)
continue (0.0105069407 dimensionless) (-19.2997290626)
continue (0.0110229463 dimensionless) (-19.2919191895)
continue (0.0115643017 dimensionless) (-19.2820799742)
continue (0.0121324320 dimensionless) (-19.2706731904)
continue (0.0127271923 dimensionless) (-19.2578249568)
continue (0.0133518970 dimensionless) (-19.2438966284)
continue (0.0140087159 dimensionless) (-19.2291479884)
