# Puchwein et al 2019
# z = 3.421000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-17.8184422261)
continue (0.0008276721 dimensionless) (-17.8398317070)
continue (0.0008678733 dimensionless) (-17.8626458886)
continue (0.0009112670 dimensionless) (-17.8873949985)
continue (0.0009556071 dimensionless) (-17.9132843361)
continue (0.0010026042 dimensionless) (-17.9400581119)
continue (0.0010517855 dimensionless) (-17.9673812391)
continue (0.0011034960 dimensionless) (-17.9956786262)
continue (0.0011577525 dimensionless) (-18.0247980377)
continue (0.0012145368 dimensionless) (-18.0546791592)
continue (0.0012741429 dimensionless) (-18.0847585027)
continue (0.0013367566 dimensionless) (-18.1152046361)
continue (0.0014023807 dimensionless) (-18.1460585541)
continue (0.0014712092 dimensionless) (-18.1774396631)
continue (0.0015434739 dimensionless) (-18.2093630381)
continue (0.0016194544 dimensionless) (-18.2415423114)
continue (0.0016988571 dimensionless) (-18.2736803879)
continue (0.0017822550 dimensionless) (-18.3057458880)
continue (0.0018700328 dimensionless) (-18.3377144843)
continue (0.0019618234 dimensionless) (-18.3697755892)
continue (0.0020579652 dimensionless) (-18.4018663542)
continue (0.0021594004 dimensionless) (-18.4340341826)
continue (0.0022651429 dimensionless) (-18.4664821380)
continue (0.0023768048 dimensionless) (-18.4988037580)
continue (0.0024932065 dimensionless) (-18.5309147009)
continue (0.0026155768 dimensionless) (-18.5627252026)
continue (0.0027439535 dimensionless) (-18.5941416007)
continue (0.0028792005 dimensionless) (-18.6252516540)
continue (0.0030204407 dimensionless) (-18.6560009309)
continue (0.0031685222 dimensionless) (-18.6861327796)
continue (0.0033245785 dimensionless) (-18.7157949323)
continue (0.0034874358 dimensionless) (-18.7449688367)
continue (0.0036582375 dimensionless) (-18.7734000948)
continue (0.0038385298 dimensionless) (-18.8010681301)
continue (0.0040268094 dimensionless) (-18.8282735463)
continue (0.0042246962 dimensionless) (-18.8541822855)
continue (0.0044322323 dimensionless) (-18.8794260688)
continue (0.0046493213 dimensionless) (-18.9034375616)
continue (0.0048783028 dimensionless) (-18.9270152554)
continue (0.0051194774 dimensionless) (-18.9500071431)
continue (0.0053698702 dimensionless) (-18.9730583720)
continue (0.0056320579 dimensionless) (-18.9956786262)
continue (0.0059096431 dimensionless) (-19.0183172726)
continue (0.0061990950 dimensionless) (-19.0407200499)
continue (0.0065044038 dimensionless) (-19.0630843191)
continue (0.0068259698 dimensionless) (-19.0856568429)
continue (0.0071584208 dimensionless) (-19.1086856006)
continue (0.0075125059 dimensionless) (-19.1325325121)
continue (0.0078829323 dimensionless) (-19.1565180570)
continue (0.0082692103 dimensionless) (-19.1789452450)
continue (0.0086704755 dimensionless) (-19.1990768182)
continue (0.0090944807 dimensionless) (-19.2162393043)
continue (0.0095460609 dimensionless) (-19.2307704183)
continue (0.0100150233 dimensionless) (-19.2431357759)
continue (0.0105069407 dimensionless) (-19.2532101678)
continue (0.0110229463 dimensionless) (-19.2610609688)
continue (0.0115643017 dimensionless) (-19.2664817486)
continue (0.0121324320 dimensionless) (-19.2694599635)
continue (0.0127271923 dimensionless) (-19.2699448476)
continue (0.0133518970 dimensionless) (-19.2676866725)
continue (0.0140087159 dimensionless) (-19.2625687995)
continue (0.0146954841 dimensionless) (-19.2544567980)
continue (0.0154190689 dimensionless) (-19.2431357759)
continue (0.0161744226 dimensionless) (-19.2285595134)
continue (0.0169695898 dimensionless) (-19.2111248842)
continue (0.0178051382 dimensionless) (-19.1908444683)
continue (0.0186773308 dimensionless) (-19.1678744575)
continue (0.0195971392 dimensionless) (-19.1422454779)
continue (0.0205564397 dimensionless) (-19.1148650339)
continue (0.0215684490 dimensionless) (-19.0899628764)
continue (0.0226289290 dimensionless) (-19.0681354865)
continue (0.0237370922 dimensionless) (-19.0466753036)
continue (0.0249048093 dimensionless) (-19.0256264929)
continue (0.0261257732 dimensionless) (-19.0048915423)
continue (0.0274065254 dimensionless) (-18.9842212436)
continue (0.0287556633 dimensionless) (-18.9641701747)
continue (0.0301644148 dimensionless) (-18.9438577379)
continue (0.0316522046 dimensionless) (-18.9233595563)
continue (0.0332094377 dimensionless) (-18.9020489290)
continue (0.0348343643 dimensionless) (-18.8787685449)
continue (0.0365530273 dimensionless) (-18.8529423290)
continue (0.0383368519 dimensionless) (-18.8271053022)
continue (0.0402325373 dimensionless) (-18.8096683018)
continue (0.0422078263 dimensionless) (-18.8002448227)
continue (0.0442792503 dimensionless) (-18.7929044596)
continue (0.0464458191 dimensionless) (-18.7875460390)
continue (0.0487308541 dimensionless) (-18.7838340977)
continue (0.0511373160 dimensionless) (-18.7835701691)
continue (0.0536354897 dimensionless) (-18.7883455994)
continue (0.0562510476 dimensionless) (-18.7966950839)
continue (0.0590198815 dimensionless) (-18.8054856581)
continue (0.0619488083 dimensionless) (-18.8121973613)
continue (0.0649513165 dimensionless) (-18.8161609629)
continue (0.0681575894 dimensionless) (-18.8204482088)
continue (0.0715280197 dimensionless) (-18.8256494025)
continue (0.0750013968 dimensionless) (-18.8323873273)
continue (0.0786931754 dimensionless) (-18.8401321529)
continue (0.0825422981 dimensionless) (-18.8492435601)
