# Puchwein et al 2019
# z = 7.650000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-18.0632350024)
continue (0.0008276721 dimensionless) (-18.0847585027)
continue (0.0008678733 dimensionless) (-18.1079053973)
continue (0.0009112670 dimensionless) (-18.1331811971)
continue (0.0009556071 dimensionless) (-18.1598939055)
continue (0.0010026042 dimensionless) (-18.1873539838)
continue (0.0010517855 dimensionless) (-18.2157394174)
continue (0.0011034960 dimensionless) (-18.2452695310)
continue (0.0011577525 dimensionless) (-18.2759700271)
continue (0.0012145368 dimensionless) (-18.3075055925)
continue (0.0012741429 dimensionless) (-18.3393242117)
continue (0.0013367566 dimensionless) (-18.3716110699)
continue (0.0014023807 dimensionless) (-18.4046140192)
continue (0.0014712092 dimensionless) (-18.4383024673)
continue (0.0015434739 dimensionless) (-18.4730149314)
continue (0.0016194544 dimensionless) (-18.5079383955)
continue (0.0016988571 dimensionless) (-18.5431786520)
continue (0.0017822550 dimensionless) (-18.5785606098)
continue (0.0018700328 dimensionless) (-18.6140364294)
continue (0.0019618234 dimensionless) (-18.6499459064)
continue (0.0020579652 dimensionless) (-18.6861327796)
continue (0.0021594004 dimensionless) (-18.7228493860)
continue (0.0022651429 dimensionless) (-18.7602001816)
continue (0.0023768048 dimensionless) (-18.7977842242)
continue (0.0024932065 dimensionless) (-18.8356471442)
continue (0.0026155768 dimensionless) (-18.8735438866)
continue (0.0027439535 dimensionless) (-18.9111554373)
continue (0.0028792005 dimensionless) (-18.9488474776)
continue (0.0030204407 dimensionless) (-18.9867413347)
continue (0.0031685222 dimensionless) (-19.0244762870)
continue (0.0033245785 dimensionless) (-19.0622314330)
continue (0.0034874358 dimensionless) (-19.1000154375)
continue (0.0036582375 dimensionless) (-19.1377493254)
continue (0.0038385298 dimensionless) (-19.1754836720)
continue (0.0040268094 dimensionless) (-19.2131066747)
continue (0.0042246962 dimensionless) (-19.2505729009)
continue (0.0044322323 dimensionless) (-19.2877713304)
continue (0.0046493213 dimensionless) (-19.3246800167)
continue (0.0048783028 dimensionless) (-19.3614109167)
continue (0.0051194774 dimensionless) (-19.3980485959)
continue (0.0053698702 dimensionless) (-19.4347426566)
continue (0.0056320579 dimensionless) (-19.4713403548)
continue (0.0059096431 dimensionless) (-19.5077985486)
continue (0.0061990950 dimensionless) (-19.5442417969)
continue (0.0065044038 dimensionless) (-19.5805399272)
continue (0.0068259698 dimensionless) (-19.6165437035)
continue (0.0071584208 dimensionless) (-19.6520848135)
continue (0.0075125059 dimensionless) (-19.6873995607)
continue (0.0078829323 dimensionless) (-19.7219326691)
continue (0.0082692103 dimensionless) (-19.7554754884)
continue (0.0086704755 dimensionless) (-19.7872798456)
continue (0.0090944807 dimensionless) (-19.8167301563)
continue (0.0095460609 dimensionless) (-19.8434508487)
continue (0.0100150233 dimensionless) (-19.8683813357)
continue (0.0105069407 dimensionless) (-19.8910968723)
continue (0.0110229463 dimensionless) (-19.9111554373)
continue (0.0115643017 dimensionless) (-19.9284861949)
continue (0.0121324320 dimensionless) (-19.9427143556)
continue (0.0127271923 dimensionless) (-19.9538952128)
continue (0.0133518970 dimensionless) (-19.9617773616)
continue (0.0140087159 dimensionless) (-19.9669785553)
continue (0.0146954841 dimensionless) (-19.9685915357)
continue (0.0154190689 dimensionless) (-19.9665762445)
continue (0.0161744226 dimensionless) (-19.9601894459)
continue (0.0169695898 dimensionless) (-19.9488474776)
continue (0.0178051382 dimensionless) (-19.9325571572)
continue (0.0186773308 dimensionless) (-19.9104481171)
continue (0.0195971392 dimensionless) (-19.8823973083)
continue (0.0205564397 dimensionless) (-19.8501653033)
continue (0.0215684490 dimensionless) (-19.8210230527)
continue (0.0226289290 dimensionless) (-19.7966950839)
continue (0.0237370922 dimensionless) (-19.7721132954)
continue (0.0249048093 dimensionless) (-19.7473896594)
continue (0.0261257732 dimensionless) (-19.7223907857)
continue (0.0274065254 dimensionless) (-19.6972362915)
continue (0.0287556633 dimensionless) (-19.6732546204)
continue (0.0301644148 dimensionless) (-19.6507224725)
continue (0.0316522046 dimensionless) (-19.6281935415)
continue (0.0332094377 dimensionless) (-19.6051982228)
continue (0.0348343643 dimensionless) (-19.5792193805)
continue (0.0365530273 dimensionless) (-19.5486741915)
continue (0.0383368519 dimensionless) (-19.5164127030)
continue (0.0402325373 dimensionless) (-19.4905286479)
continue (0.0422078263 dimensionless) (-19.4723700991)
continue (0.0442792503 dimensionless) (-19.4558078892)
continue (0.0464458191 dimensionless) (-19.4410515540)
continue (0.0487308541 dimensionless) (-19.4284076166)
continue (0.0511373160 dimensionless) (-19.4191890273)
continue (0.0536354897 dimensionless) (-19.4155556928)
continue (0.0562510476 dimensionless) (-19.4172550343)
continue (0.0590198815 dimensionless) (-19.4195312160)
continue (0.0619488083 dimensionless) (-19.4178229623)
continue (0.0649513165 dimensionless) (-19.4135252214)
continue (0.0681575894 dimensionless) (-19.4091581652)
continue (0.0715280197 dimensionless) (-19.4043935651)
continue (0.0750013968 dimensionless) (-19.3996806702)
continue (0.0786931754 dimensionless) (-19.3955579337)
continue (0.0825422981 dimensionless) (-19.3922233963)
continue (0.0866223356 dimensionless) (-19.3902988976)
continue (0.0908541347 dimensionless) (-19.3888079391)
continue (0.0953507346 dimensionless) (-19.3846813434)
continue (0.1000293052 dimensionless) (-19.3817426552)
continue (0.1049484016 dimensionless) (-19.3783045377)
continue (0.1100962874 dimensionless) (-19.3709983807)
continue (0.1155110877 dimensionless) (-19.3660268442)
continue (0.1211791185 dimensionless) (-19.3627104523)
continue (0.1271298787 dimensionless) (-19.3587242428)
continue (0.1333821679 dimensionless) (-19.3533022687)
continue (0.1399365741 dimensionless) (-19.3472703039)
continue (0.1467891383 dimensionless) (-19.3407495312)
continue (0.1540082763 dimensionless) (-19.3342314493)
continue (0.1615721579 dimensionless) (-19.3283644034)
continue (0.1695065050 dimensionless) (-19.3234892897)
continue (0.1778428905 dimensionless) (-19.3199365725)
continue (0.1865820989 dimensionless) (-19.3150649174)
continue (0.1957188511 dimensionless) (-19.3125602255)
continue (0.2053328010 dimensionless) (-19.3170430737)
continue (0.2154295439 dimensionless) (-19.3264262036)
continue (0.2260086733 dimensionless) (-19.3426572632)
continue (0.2371238540 dimensionless) (-19.3596179553)
continue (0.2487761318 dimensionless) (-19.3568435344)
continue (0.2609584682 dimensionless) (-19.3457271729)
continue (0.2738182004 dimensionless) (-19.3417023497)
continue (0.2872846692 dimensionless) (-19.3367703655)
continue (0.3013448978 dimensionless) (-19.3309621991)
continue (0.3161925645 dimensionless) (-19.3240384504)
continue (0.3317316967 dimensionless) (-19.3153341360)
continue (0.3479446242 dimensionless) (-19.3057458880)
continue (0.3650909338 dimensionless) (-19.2950777088)
continue (0.3830462256 dimensionless) (-19.2685724129)
continue (0.4017931970 dimensionless) (-19.2558635476)
continue (0.4214925859 dimensionless) (-19.2439727870)
continue (0.4421479723 dimensionless) (-19.2309921291)
continue (0.4639852194 dimensionless) (-19.2198267564)
continue (0.4867879118 dimensionless) (-19.2131776205)
continue (0.5105137091 dimensionless) (-19.2107013888)
continue (0.5357242627 dimensionless) (-19.2077484281)
continue (0.5621634613 dimensionless) (-19.2064191326)
continue (0.5898168096 dimensionless) (-19.2021786886)
continue (0.6186469591 dimensionless) (-19.1999706408)
continue (0.6490505490 dimensionless) (-19.2044675573)
continue (0.6810664954 dimensionless) (-19.2119023666)
continue (0.7141590680 dimensionless) (-19.2254100497)
continue (0.7493222477 dimensionless) (-19.2295161906)
continue (0.7494721272 dimensionless) (-19.5068208793)
continue (0.7862527790 dimensionless) (-19.5798791519)
continue (0.8246759917 dimensionless) (-19.7567138539)
continue (0.8288690942 dimensionless) (-19.7846453620)
continue (0.8329222993 dimensionless) (-19.8145626777)
continue (0.8369692137 dimensionless) (-19.8467035506)
continue (0.8410245965 dimensionless) (-19.8814310766)
continue (0.8450724461 dimensionless) (-19.9192040126)
continue (0.8491277985 dimensionless) (-19.9600270121)
continue (0.8531743306 dimensionless) (-20.0049741223)
continue (0.8572273582 dimensionless) (-20.0556871307)
continue (0.8612783740 dimensionless) (-20.1137716228)
continue (0.8654007320 dimensionless) (-20.1816421220)
continue (0.8695793374 dimensionless) (-20.2706286455)
continue (0.8738320076 dimensionless) (-20.3821884751)
continue (0.8780757090 dimensionless) (-20.5319940351)
continue (0.8823266565 dimensionless) (-20.7614295456)
continue (0.8865758338 dimensionless) (-21.2751803737)
continue (0.8880856269 dimensionless) (-inf)
continue (0.8882632618 dimensionless) (-19.9446216686)
continue (0.8908313008 dimensionless) (-19.9673328974)
continue (0.8950838547 dimensionless) (-20.0103833492)
continue (0.8993328242 dimensionless) (-20.0577577393)
continue (0.9035775261 dimensionless) (-20.1106495472)
continue (0.9076364251 dimensionless) (-20.1705675664)
continue (0.9122887342 dimensionless) (-20.2439141437)
continue (0.9167472861 dimensionless) (-20.3315358055)
continue (0.9212067921 dimensionless) (-20.4405937598)
continue (0.9256657008 dimensionless) (-20.5854645079)
