# Puchwein et al 2019
# z = 4.895000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-17.9175736991)
continue (0.0008276721 dimensionless) (-17.9393021596)
continue (0.0008678733 dimensionless) (-17.9625735021)
continue (0.0009112670 dimensionless) (-17.9880068853)
continue (0.0009556071 dimensionless) (-18.0146633583)
continue (0.0010026042 dimensionless) (-18.0419619839)
continue (0.0010517855 dimensionless) (-18.0701725188)
continue (0.0011034960 dimensionless) (-18.0994144134)
continue (0.0011577525 dimensionless) (-18.1298302789)
continue (0.0012145368 dimensionless) (-18.1608992173)
continue (0.0012741429 dimensionless) (-18.1922620780)
continue (0.0013367566 dimensionless) (-18.2240984211)
continue (0.0014023807 dimensionless) (-18.2564118498)
continue (0.0014712092 dimensionless) (-18.2894595521)
continue (0.0015434739 dimensionless) (-18.3232149696)
continue (0.0016194544 dimensionless) (-18.3573376686)
continue (0.0016988571 dimensionless) (-18.3914739664)
continue (0.0017822550 dimensionless) (-18.4257371703)
continue (0.0018700328 dimensionless) (-18.4601714416)
continue (0.0019618234 dimensionless) (-18.4947143259)
continue (0.0020579652 dimensionless) (-18.5294425148)
continue (0.0021594004 dimensionless) (-18.5646334934)
continue (0.0022651429 dimensionless) (-18.5999803649)
continue (0.0023768048 dimensionless) (-18.6358243672)
continue (0.0024932065 dimensionless) (-18.6714165503)
continue (0.0026155768 dimensionless) (-18.7068585165)
continue (0.0027439535 dimensionless) (-18.7423214251)
continue (0.0028792005 dimensionless) (-18.7775436633)
continue (0.0030204407 dimensionless) (-18.8124792792)
continue (0.0031685222 dimensionless) (-18.8474059221)
continue (0.0033245785 dimensionless) (-18.8817352739)
continue (0.0034874358 dimensionless) (-18.9161391991)
continue (0.0036582375 dimensionless) (-18.9500071431)
continue (0.0038385298 dimensionless) (-18.9833844524)
continue (0.0040268094 dimensionless) (-19.0162835261)
continue (0.0042246962 dimensionless) (-19.0482740246)
continue (0.0044322323 dimensionless) (-19.0791465039)
