# Puchwein et al 2019
# z = 0.333300
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-18.5578339142)
continue (0.0008276721 dimensionless) (-18.5831931282)
continue (0.0008678733 dimensionless) (-18.6092414713)
continue (0.0009112670 dimensionless) (-18.6356366454)
continue (0.0009556071 dimensionless) (-18.6627404602)
continue (0.0010026042 dimensionless) (-18.6899442622)
continue (0.0010517855 dimensionless) (-18.7173778871)
continue (0.0011034960 dimensionless) (-18.7449688367)
continue (0.0011577525 dimensionless) (-18.7728849174)
continue (0.0012145368 dimensionless) (-18.8007935208)
continue (0.0012741429 dimensionless) (-18.8285660991)
continue (0.0013367566 dimensionless) (-18.8560488836)
continue (0.0014023807 dimensionless) (-18.8837244124)
continue (0.0014712092 dimensionless) (-18.9111554373)
continue (0.0015434739 dimensionless) (-18.9385475209)
continue (0.0016194544 dimensionless) (-18.9653715434)
continue (0.0016988571 dimensionless) (-18.9922522220)
continue (0.0017822550 dimensionless) (-19.0182266814)
continue (0.0018700328 dimensionless) (-19.0439757177)
continue (0.0019618234 dimensionless) (-19.0692546717)
continue (0.0020579652 dimensionless) (-19.0940423009)
continue (0.0021594004 dimensionless) (-19.1183300923)
continue (0.0022651429 dimensionless) (-19.1420647353)
continue (0.0023768048 dimensionless) (-19.1651979460)
continue (0.0024932065 dimensionless) (-19.1878222258)
continue (0.0026155768 dimensionless) (-19.2097852298)
continue (0.0027439535 dimensionless) (-19.2312139531)
continue (0.0028792005 dimensionless) (-19.2521222942)
continue (0.0030204407 dimensionless) (-19.2725400791)
continue (0.0031685222 dimensionless) (-19.2924298239)
continue (0.0033245785 dimensionless) (-19.3118472444)
continue (0.0034874358 dimensionless) (-19.3308691526)
continue (0.0036582375 dimensionless) (-19.3494982051)
continue (0.0038385298 dimensionless) (-19.3675427078)
continue (0.0040268094 dimensionless) (-19.3852082080)
continue (0.0042246962 dimensionless) (-19.4023048141)
continue (0.0044322323 dimensionless) (-19.4188471080)
continue (0.0046493213 dimensionless) (-19.4347426566)
continue (0.0048783028 dimensionless) (-19.4500163888)
continue (0.0051194774 dimensionless) (-19.4645792819)
continue (0.0053698702 dimensionless) (-19.4784696587)
continue (0.0056320579 dimensionless) (-19.4912010346)
continue (0.0059096431 dimensionless) (-19.5029320636)
continue (0.0061990950 dimensionless) (-19.5134278495)
continue (0.0065044038 dimensionless) (-19.5223000717)
continue (0.0068259698 dimensionless) (-19.5294425148)
continue (0.0071584208 dimensionless) (-19.5347659050)
continue (0.0075125059 dimensionless) (-19.5380515048)
continue (0.0078829323 dimensionless) (-19.5389519083)
continue (0.0082692103 dimensionless) (-19.5374522712)
continue (0.0086704755 dimensionless) (-19.5335772776)
continue (0.0090944807 dimensionless) (-19.5273898024)
continue (0.0095460609 dimensionless) (-19.5192746210)
continue (0.0100150233 dimensionless) (-19.5094796906)
continue (0.0105069407 dimensionless) (-19.4983930776)
continue (0.0110229463 dimensionless) (-19.4861168144)
continue (0.0115643017 dimensionless) (-19.4728858884)
continue (0.0121324320 dimensionless) (-19.4587953093)
continue (0.0127271923 dimensionless) (-19.4439388410)
continue (0.0133518970 dimensionless) (-19.4285240963)
continue (0.0140087159 dimensionless) (-19.4124012703)
continue (0.0146954841 dimensionless) (-19.3958819938)
continue (0.0154190689 dimensionless) (-19.3790315644)
continue (0.0161744226 dimensionless) (-19.3618103598)
continue (0.0169695898 dimensionless) (-19.3444774037)
continue (0.0178051382 dimensionless) (-19.3273480772)
continue (0.0186773308 dimensionless) (-19.3104247842)
continue (0.0195971392 dimensionless) (-19.2942217872)
continue (0.0205564397 dimensionless) (-19.2790142558)
continue (0.0215684490 dimensionless) (-19.2652801583)
continue (0.0226289290 dimensionless) (-19.2530545904)
continue (0.0237370922 dimensionless) (-19.2421486563)
continue (0.0249048093 dimensionless) (-19.2326956825)
continue (0.0261257732 dimensionless) (-19.2246808782)
continue (0.0274065254 dimensionless) (-19.2181728471)
continue (0.0287556633 dimensionless) (-19.2131776205)
continue (0.0301644148 dimensionless) (-19.2095037230)
continue (0.0316522046 dimensionless) (-19.2071882288)
continue (0.0332094377 dimensionless) (-19.2062096153)
continue (0.0348343643 dimensionless) (-19.2064889942)
continue (0.0365530273 dimensionless) (-19.2078885909)
continue (0.0383368519 dimensionless) (-19.2113367869)
continue (0.0402325373 dimensionless) (-19.2178858525)
continue (0.0422078263 dimensionless) (-19.2269453066)
continue (0.0442792503 dimensionless) (-19.2373964504)
continue (0.0464458191 dimensionless) (-19.2491060796)
continue (0.0487308541 dimensionless) (-19.2620920766)
continue (0.0511373160 dimensionless) (-19.2767085535)
continue (0.0536354897 dimensionless) (-19.2932822177)
continue (0.0562510476 dimensionless) (-19.3107799627)
continue (0.0590198815 dimensionless) (-19.3283644034)
continue (0.0619488083 dimensionless) (-19.3458234581)
continue (0.0649513165 dimensionless) (-19.3631110930)
continue (0.0681575894 dimensionless) (-19.3811155150)
continue (0.0715280197 dimensionless) (-19.4002260609)
continue (0.0750013968 dimensionless) (-19.4202164034)
continue (0.0786931754 dimensionless) (-19.4409316660)
continue (0.0825422981 dimensionless) (-19.4624327428)
continue (0.0866223356 dimensionless) (-19.4847886957)
continue (0.0908541347 dimensionless) (-19.5079383955)
continue (0.0953507346 dimensionless) (-19.5307672575)
continue (0.1000293052 dimensionless) (-19.5543957967)
continue (0.1049484016 dimensionless) (-19.5779028369)
continue (0.1100962874 dimensionless) (-19.6011922698)
continue (0.1155110877 dimensionless) (-19.6248853153)
continue (0.1211791185 dimensionless) (-19.6495581435)
continue (0.1271298787 dimensionless) (-19.6746896283)
continue (0.1333821679 dimensionless) (-19.6996219351)
continue (0.1399365741 dimensionless) (-19.7256112044)
continue (0.1467891383 dimensionless) (-19.7520267336)
continue (0.1540082763 dimensionless) (-19.7791077508)
continue (0.1615721579 dimensionless) (-19.8068754016)
continue (0.1695065050 dimensionless) (-19.8344589233)
continue (0.1778428905 dimensionless) (-19.8626458886)
continue (0.1865820989 dimensionless) (-19.8907590314)
continue (0.1957188511 dimensionless) (-19.9200955323)
continue (0.2053328010 dimensionless) (-19.9515581964)
continue (0.2154295439 dimensionless) (-19.9833844524)
continue (0.2260086733 dimensionless) (-20.0163737129)
continue (0.2371238540 dimensionless) (-20.0477404634)
continue (0.2487761318 dimensionless) (-20.0733489229)
continue (0.2609584682 dimensionless) (-20.0970186002)
continue (0.2738182004 dimensionless) (-20.1223983203)
continue (0.2872846692 dimensionless) (-20.1491088159)
continue (0.3013448978 dimensionless) (-20.1770477595)
continue (0.3161925645 dimensionless) (-20.2062794432)
continue (0.3317316967 dimensionless) (-20.2363474294)
continue (0.3479446242 dimensionless) (-20.2677671198)
continue (0.3650909338 dimensionless) (-20.3005959182)
continue (0.3830462256 dimensionless) (-20.3350761066)
continue (0.4017931970 dimensionless) (-20.3726341434)
continue (0.4214925859 dimensionless) (-20.4130752919)
continue (0.4421479723 dimensionless) (-20.4553119777)
continue (0.4639852194 dimensionless) (-20.4990777608)
continue (0.4867879118 dimensionless) (-20.5451551400)
continue (0.5105137091 dimensionless) (-20.5934598196)
continue (0.5357242627 dimensionless) (-20.6437828658)
continue (0.5621634613 dimensionless) (-20.6950788381)
continue (0.5898168096 dimensionless) (-20.7430418474)
continue (0.6186469591 dimensionless) (-20.7939841232)
continue (0.6490505490 dimensionless) (-20.8541822855)
continue (0.6810664954 dimensionless) (-20.9197343727)
continue (0.7141590680 dimensionless) (-20.9943905546)
continue (0.7493222477 dimensionless) (-21.0635365260)
continue (0.7494721272 dimensionless) (-21.2126103786)
continue (0.7862527790 dimensionless) (-21.3064489144)
continue (0.8246759917 dimensionless) (-21.4306260904)
continue (0.8288690942 dimensionless) (-21.4501057540)
continue (0.8329222993 dimensionless) (-21.4662520839)
continue (0.8369692137 dimensionless) (-21.4823251902)
continue (0.8410245965 dimensionless) (-21.4983287728)
continue (0.8450724461 dimensionless) (-21.5142643811)
continue (0.8491277985 dimensionless) (-21.5299586839)
continue (0.8531743306 dimensionless) (-21.5455149153)
continue (0.8572273582 dimensionless) (-21.5609690482)
continue (0.8612783740 dimensionless) (-21.5768000162)
continue (0.8654007320 dimensionless) (-21.5929491852)
continue (0.8695793374 dimensionless) (-21.6157003607)
continue (0.8738320076 dimensionless) (-21.6363410211)
continue (0.8780757090 dimensionless) (-21.6554760823)
continue (0.8823266565 dimensionless) (-21.6746239244)
continue (0.8865758338 dimensionless) (-21.6937980748)
continue (0.8880856269 dimensionless) (-21.7022394889)
continue (0.8882632618 dimensionless) (-21.6978856230)
continue (0.8908313008 dimensionless) (-21.7091065580)
continue (0.8950838547 dimensionless) (-21.7286324279)
continue (0.8993328242 dimensionless) (-21.7473629568)
continue (0.9035775261 dimensionless) (-21.7660778747)
continue (0.9076364251 dimensionless) (-21.7848914189)
continue (0.9122887342 dimensionless) (-21.8119691419)
continue (0.9167472861 dimensionless) (-21.8364599756)
continue (0.9212067921 dimensionless) (-21.8589611977)
continue (0.9256657008 dimensionless) (-21.8821025784)
continue (0.9301243111 dimensionless) (-21.9059483445)
continue (0.9345829462 dimensionless) (-21.9305613185)
continue (0.9369417514 dimensionless) (-21.9446216686)
continue (0.9371291585 dimensionless) (-21.9423338961)
continue (0.9390419537 dimensionless) (-21.9521334931)
continue (0.9435007297 dimensionless) (-21.9745712386)
continue (0.9479596448 dimensionless) (-21.9976049677)
continue (0.9524111317 dimensionless) (-22.0212718229)
continue (0.9531313595 dimensionless) (-22.0267441870)
continue (0.9538446901 dimensionless) (-22.0310461207)
continue (0.9545580893 dimensionless) (-22.0352356367)
continue (0.9552715550 dimensionless) (-22.0393147444)
continue (0.9559850851 dimensionless) (-22.0432861616)
continue (0.9566986776 dimensionless) (-22.0471518817)
continue (0.9574113244 dimensionless) (-22.0509145943)
continue (0.9581250337 dimensionless) (-22.0545757329)
continue (0.9588387990 dimensionless) (-22.0581383909)
continue (0.9594354567 dimensionless) (-22.0615803542)
continue (0.9596273630 dimensionless) (-22.0601813372)
continue (0.9607716931 dimensionless) (-22.0658951170)
continue (0.9619918385 dimensionless) (-22.0713414995)
continue (0.9632120325 dimensionless) (-22.0765311186)
continue (0.9644322638 dimensionless) (-22.0814742837)
continue (0.9656525208 dimensionless) (-22.0861824402)
continue (0.9668727920 dimensionless) (-22.0906654532)
continue (0.9680930657 dimensionless) (-22.0949341318)
continue (0.9693133303 dimensionless) (-22.0989980092)
continue (0.9705335740 dimensionless) (-22.1028668559)
continue (0.9716099949 dimensionless) (-22.1065711582)
continue (0.9718043363 dimensionless) (-22.1055177850)
continue (0.9724931975 dimensionless) (-22.1076877478)
continue (0.9732326966 dimensionless) (-22.1097696207)
continue (0.9739722802 dimensionless) (-22.1117890447)
continue (0.9747119461 dimensionless) (-22.1137496133)
continue (0.9754506480 dimensionless) (-22.1156521842)
continue (0.9761904704 dimensionless) (-22.1174987996)
continue (0.9769303686 dimensionless) (-22.1192915654)
continue (0.9776692914 dimensionless) (-22.1210315016)
continue (0.9784093329 dimensionless) (-22.1227208219)
continue (0.9790220836 dimensionless) (-22.1243600630)
continue (0.9792179076 dimensionless) (-22.1236089382)
continue (0.9796262717 dimensionless) (-22.1246365728)
continue (0.9801046187 dimensionless) (-22.1256509842)
continue (0.9805823779 dimensionless) (-22.1266462605)
continue (0.9810606032 dimensionless) (-22.1276234297)
continue (0.9815392951 dimensionless) (-22.1285817802)
continue (0.9820173961 dimensionless) (-22.1295223529)
continue (0.9824949039 dimensionless) (-22.1304450273)
continue (0.9829728762 dimensionless) (-22.1313508602)
continue (0.9834513138 dimensionless) (-22.1322397420)
continue (0.9837787230 dimensionless) (-22.1331221857)
continue (0.9839754984 dimensionless) (-22.1325325121)
continue (0.9842532892 dimensionless) (-22.1330950431)
continue (0.9845776371 dimensionless) (-22.1336701199)
continue (0.9849011343 dimensionless) (-22.1342376768)
continue (0.9852259094 dimensionless) (-22.1347982757)
continue (0.9855498328 dimensionless) (-22.1353518886)
continue (0.9858739693 dimensionless) (-22.1358984880)
continue (0.9861983191 dimensionless) (-22.1364386409)
continue (0.9865228824 dimensionless) (-22.1369717271)
continue (0.9868465907 dimensionless) (-22.1374983159)
continue (0.9870824973 dimensionless) (-22.1380476251)
continue (0.9872799335 dimensionless) (-22.1375108331)
continue (0.9874069046 dimensionless) (-22.1379014326)
continue (0.9876423407 dimensionless) (-22.1382726786)
continue (0.9878789599 dimensionless) (-22.1386400588)
continue (0.9881146211 dimensionless) (-22.1390047595)
continue (0.9883503948 dimensionless) (-22.1393661749)
continue (0.9885862810 dimensionless) (-22.1397242967)
continue (0.9888222799 dimensionless) (-22.1400791164)
continue (0.9890583914 dimensionless) (-22.1404306257)
continue (0.9892935417 dimensionless) (-22.1407794168)
continue (0.9894406051 dimensionless) (-22.1411020428)
continue (0.9896385130 dimensionless) (-22.1406815349)
