# Puchwein et al 2019
# z = 3.866000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-17.8492435601)
continue (0.0008276721 dimensionless) (-17.8709549401)
continue (0.0008678733 dimensionless) (-17.8938091027)
continue (0.0009112670 dimensionless) (-17.9186526922)
continue (0.0009556071 dimensionless) (-17.9450041385)
continue (0.0010026042 dimensionless) (-17.9718355806)
continue (0.0010517855 dimensionless) (-17.9995659225)
continue (0.0011034960 dimensionless) (-18.0281677201)
continue (0.0011577525 dimensionless) (-18.0578430715)
continue (0.0012145368 dimensionless) (-18.0881502035)
continue (0.0012741429 dimensionless) (-18.1187294961)
continue (0.0013367566 dimensionless) (-18.1496601454)
continue (0.0014023807 dimensionless) (-18.1810486884)
continue (0.0014712092 dimensionless) (-18.2130357406)
continue (0.0015434739 dimensionless) (-18.2456516643)
continue (0.0016194544 dimensionless) (-18.2785191452)
continue (0.0016988571 dimensionless) (-18.3114022249)
continue (0.0017822550 dimensionless) (-18.3441895055)
continue (0.0018700328 dimensionless) (-18.3770610308)
continue (0.0019618234 dimensionless) (-18.4100503987)
continue (0.0020579652 dimensionless) (-18.4430947309)
continue (0.0021594004 dimensionless) (-18.4762535332)
continue (0.0022651429 dimensionless) (-18.5097605148)
continue (0.0023768048 dimensionless) (-18.5433303706)
continue (0.0024932065 dimensionless) (-18.5765902723)
continue (0.0026155768 dimensionless) (-18.6097716375)
continue (0.0027439535 dimensionless) (-18.6424462803)
continue (0.0028792005 dimensionless) (-18.6751005029)
continue (0.0030204407 dimensionless) (-18.7070797004)
continue (0.0031685222 dimensionless) (-18.7389751660)
continue (0.0033245785 dimensionless) (-18.7703181577)
continue (0.0034874358 dimensionless) (-18.8010681301)
continue (0.0036582375 dimensionless) (-18.8315025165)
continue (0.0038385298 dimensionless) (-18.8607507824)
continue (0.0040268094 dimensionless) (-18.8897470826)
continue (0.0042246962 dimensionless) (-18.9175736991)
continue (0.0044322323 dimensionless) (-18.9442395353)
continue (0.0046493213 dimensionless) (-18.9702105292)
continue (0.0048783028 dimensionless) (-18.9952488444)
continue (0.0051194774 dimensionless) (-19.0204516253)
continue (0.0053698702 dimensionless) (-19.0451788169)
continue (0.0056320579 dimensionless) (-19.0696113818)
continue (0.0059096431 dimensionless) (-19.0937727369)
continue (0.0061990950 dimensionless) (-19.1177601520)
