# Puchwein et al 2019
# z = 12.970000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-18.4678828838)
continue (0.0008276721 dimensionless) (-18.4862498499)
continue (0.0008678733 dimensionless) (-18.5068208793)
continue (0.0009112670 dimensionless) (-18.5298836468)
continue (0.0009556071 dimensionless) (-18.5545514857)
continue (0.0010026042 dimensionless) (-18.5800442515)
continue (0.0010517855 dimensionless) (-18.6066003047)
continue (0.0011034960 dimensionless) (-18.6348865684)
continue (0.0011577525 dimensionless) (-18.6645420993)
continue (0.0012145368 dimensionless) (-18.6950788381)
continue (0.0012741429 dimensionless) (-18.7256112044)
continue (0.0013367566 dimensionless) (-18.7567138539)
continue (0.0014023807 dimensionless) (-18.7886124471)
continue (0.0014712092 dimensionless) (-18.8218867477)
continue (0.0015434739 dimensionless) (-18.8560488836)
continue (0.0016194544 dimensionless) (-18.8907590314)
continue (0.0016988571 dimensionless) (-18.9255492810)
continue (0.0017822550 dimensionless) (-18.9601894459)
continue (0.0018700328 dimensionless) (-18.9952488444)
continue (0.0019618234 dimensionless) (-19.0301649069)
continue (0.0020579652 dimensionless) (-19.0657035932)
continue (0.0021594004 dimensionless) (-19.1019882612)
continue (0.0022651429 dimensionless) (-19.1392428769)
continue (0.0023768048 dimensionless) (-19.1772436670)
continue (0.0024932065 dimensionless) (-19.2152401053)
continue (0.0026155768 dimensionless) (-19.2532879775)
continue (0.0027439535 dimensionless) (-19.2913242073)
continue (0.0028792005 dimensionless) (-19.3292904048)
continue (0.0030204407 dimensionless) (-19.3673402867)
continue (0.0031685222 dimensionless) (-19.4053864908)
continue (0.0033245785 dimensionless) (-19.4434562915)
continue (0.0034874358 dimensionless) (-19.4814860601)
continue (0.0036582375 dimensionless) (-19.5194182132)
continue (0.0038385298 dimensionless) (-19.5575202309)
continue (0.0040268094 dimensionless) (-19.5956795328)
continue (0.0042246962 dimensionless) (-19.6341377846)
continue (0.0044322323 dimensionless) (-19.6726410656)
continue (0.0046493213 dimensionless) (-19.7115271994)
continue (0.0048783028 dimensionless) (-19.7503125722)
continue (0.0051194774 dimensionless) (-19.7891466347)
continue (0.0053698702 dimensionless) (-19.8279811906)
continue (0.0056320579 dimensionless) (-19.8667805433)
continue (0.0059096431 dimensionless) (-19.9055288714)
continue (0.0061990950 dimensionless) (-19.9446216686)
continue (0.0065044038 dimensionless) (-19.9833844524)
continue (0.0068259698 dimensionless) (-20.0221849739)
continue (0.0071584208 dimensionless) (-20.0610302028)
continue (0.0075125059 dimensionless) (-20.0999060985)
continue (0.0078829323 dimensionless) (-20.1386448398)
continue (0.0082692103 dimensionless) (-20.1770477595)
continue (0.0086704755 dimensionless) (-20.2148838050)
continue (0.0090944807 dimensionless) (-20.2518895325)
continue (0.0095460609 dimensionless) (-20.2878555858)
continue (0.0100150233 dimensionless) (-20.3230321857)
continue (0.0105069407 dimensionless) (-20.3573376686)
continue (0.0110229463 dimensionless) (-20.3906190557)
continue (0.0115643017 dimensionless) (-20.4226231081)
continue (0.0121324320 dimensionless) (-20.4530873568)
continue (0.0127271923 dimensionless) (-20.4821445811)
continue (0.0133518970 dimensionless) (-20.5096200800)
continue (0.0140087159 dimensionless) (-20.5355104526)
continue (0.0146954841 dimensionless) (-20.5595632339)
continue (0.0154190689 dimensionless) (-20.5815329791)
continue (0.0161744226 dimensionless) (-20.6013656755)
continue (0.0169695898 dimensionless) (-20.6165437035)
continue (0.0178051382 dimensionless) (-20.6223295607)
continue (0.0186773308 dimensionless) (-20.6172627342)
continue (0.0195971392 dimensionless) (-20.6015391504)
continue (0.0205564397 dimensionless) (-20.5795491409)
continue (0.0215684490 dimensionless) (-20.5609832716)
continue (0.0226289290 dimensionless) (-20.5465287663)
continue (0.0237370922 dimensionless) (-20.5301779840)
continue (0.0249048093 dimensionless) (-20.5108856306)
continue (0.0261257732 dimensionless) (-20.4901257150)
continue (0.0274065254 dimensionless) (-20.4677553564)
continue (0.0287556633 dimensionless) (-20.4490382477)
continue (0.0301644148 dimensionless) (-20.4355706730)
continue (0.0316522046 dimensionless) (-20.4225082002)
continue (0.0332094377 dimensionless) (-20.4047242882)
continue (0.0348343643 dimensionless) (-20.3789276289)
continue (0.0365530273 dimensionless) (-20.3464016182)
continue (0.0383368519 dimensionless) (-20.3106023372)
continue (0.0402325373 dimensionless) (-20.2828289732)
continue (0.0422078263 dimensionless) (-20.2636034977)
continue (0.0442792503 dimensionless) (-20.2443537805)
continue (0.0464458191 dimensionless) (-20.2254830343)
continue (0.0487308541 dimensionless) (-20.2083795173)
continue (0.0511373160 dimensionless) (-20.1958605677)
continue (0.0536354897 dimensionless) (-20.1869530348)
continue (0.0562510476 dimensionless) (-20.1800614306)
continue (0.0590198815 dimensionless) (-20.1721140172)
continue (0.0619488083 dimensionless) (-20.1588909155)
continue (0.0649513165 dimensionless) (-20.1464843032)
