# Puchwein et al 2019
# z = 15.130000
# E [Ryd] log (J_nu)
interpolate (0.0000000100) (-50.0000000000)
continue (0.0007810860 dimensionless) (-50.0000000000)
continue (0.0007889757 dimensionless) (-19.0032257291)
continue (0.0008276721 dimensionless) (-19.0194058442)
continue (0.0008678733 dimensionless) (-19.0355517921)
continue (0.0009112670 dimensionless) (-19.0557147793)
continue (0.0009556071 dimensionless) (-19.0803467177)
continue (0.0010026042 dimensionless) (-19.1049644025)
continue (0.0010517855 dimensionless) (-19.1295960947)
continue (0.0011034960 dimensionless) (-19.1551501992)
continue (0.0011577525 dimensionless) (-19.1836261112)
continue (0.0012145368 dimensionless) (-19.2141009716)
continue (0.0012741429 dimensionless) (-19.2445825372)
continue (0.0013367566 dimensionless) (-19.2750690858)
continue (0.0014023807 dimensionless) (-19.3055703090)
continue (0.0014712092 dimensionless) (-19.3367703655)
continue (0.0015434739 dimensionless) (-19.3700809645)
continue (0.0016194544 dimensionless) (-19.4048345852)
continue (0.0016988571 dimensionless) (-19.4396150770)
continue (0.0017822550 dimensionless) (-19.4744369417)
continue (0.0018700328 dimensionless) (-19.5091990480)
continue (0.0019618234 dimensionless) (-19.5439377755)
continue (0.0020579652 dimensionless) (-19.5787252088)
continue (0.0021594004 dimensionless) (-19.6135010344)
continue (0.0022651429 dimensionless) (-19.6497519817)
continue (0.0023768048 dimensionless) (-19.6876110506)
continue (0.0024932065 dimensionless) (-19.7256112044)
continue (0.0026155768 dimensionless) (-19.7637147226)
continue (0.0027439535 dimensionless) (-19.8016178700)
continue (0.0028792005 dimensionless) (-19.8398317070)
continue (0.0030204407 dimensionless) (-19.8777841217)
continue (0.0031685222 dimensionless) (-19.9157813133)
continue (0.0033245785 dimensionless) (-19.9538952128)
continue (0.0034874358 dimensionless) (-19.9918258160)
continue (0.0036582375 dimensionless) (-20.0298856777)
continue (0.0038385298 dimensionless) (-20.0679323078)
continue (0.0040268094 dimensionless) (-20.1059609992)
continue (0.0042246962 dimensionless) (-20.1439965460)
continue (0.0044322323 dimensionless) (-20.1823024452)
continue (0.0046493213 dimensionless) (-20.2210532720)
continue (0.0048783028 dimensionless) (-20.2600323032)
